# sec(z), Tsys/Tatm, Tr, fit
1.11166 0.14846 34.86804 0.13153
1.11260 0.14600 34.12390 0.13155
1.11355 0.14240 33.04018 0.13157
1.11451 0.12555 27.97913 0.13159
1.11547 0.12731 28.49886 0.13161
1.11643 0.13265 30.09530 0.13163
1.11740 0.13518 30.85015 0.13165
1.11838 0.13963 32.17877 0.13167
1.11936 0.13594 31.06538 0.13169
1.12034 0.14291 33.15237 0.13171
1.12133 0.12231 26.96580 0.13173
1.12233 0.13643 31.19440 0.13175
1.12333 0.13794 31.64094 0.13177
1.12433 0.13153 29.71158 0.13179
1.12534 0.14166 32.74604 0.13181
1.12636 0.14153 32.70160 0.13183
1.12738 0.13340 30.25605 0.13186
1.12841 0.13238 29.94265 0.13188
1.12944 0.12689 28.29025 0.13190
1.13048 0.13341 30.23864 0.13192
1.13152 0.13895 31.89480 0.13194
1.13257 0.14353 33.26421 0.13196
1.13362 0.14603 34.00696 0.13198
1.13468 0.13116 29.53881 0.13201
1.13575 0.13869 31.79236 0.13203
1.13682 0.10746 22.41673 0.13205
1.13789 0.11723 25.34193 0.13207
1.13897 0.14734 34.36732 0.13209
1.14006 0.15507 36.68145 0.13212
1.14115 0.12701 28.25570 0.13214
1.14225 0.14031 32.23877 0.13216
1.14335 0.15493 36.61887 0.13218
1.14446 0.14460 33.51469 0.13221
1.14558 0.14465 33.52297 0.13223
1.14670 0.14063 32.30833 0.13225
1.14782 0.15000 35.11273 0.13227
1.14896 0.14951 34.95923 0.13230
1.15009 0.11609 24.92651 0.13232
1.15124 0.12359 27.16877 0.13234
1.15239 0.14144 32.51628 0.13237
1.15354 0.11989 26.04507 0.13239
1.15470 0.12541 27.69415 0.13241
1.15587 0.14830 34.55592 0.13244
1.15704 0.11962 25.94281 0.13246
1.15822 0.13437 30.36054 0.13249
1.15940 0.12582 27.78948 0.13251
1.16059 0.14907 34.75833 0.13254
1.16179 0.11945 25.86524 0.13256
1.16299 0.13102 29.32727 0.13258
1.16420 0.14543 33.64489 0.13261
1.16541 0.14158 32.48180 0.13263
1.16663 0.12631 27.89257 0.13266
1.16786 0.11723 25.16125 0.13268
1.16909 0.12700 28.08440 0.13271
1.17033 0.12932 28.77372 0.13273
1.17158 0.14729 34.15621 0.13276
1.17283 0.15386 36.12213 0.13279
1.17409 0.11809 25.38283 0.13281
1.17535 0.11645 24.88273 0.13284
1.17662 0.13150 29.39035 0.13286
1.17790 0.12175 26.45658 0.13289
1.17918 0.12515 27.46972 0.13292
1.18047 0.13976 31.84425 0.13294
1.18176 0.13312 29.84472 0.13297
1.18307 0.12810 28.33150 0.13300
1.18437 0.12910 28.62505 0.13302
1.18569 0.13299 29.78338 0.13305
1.18701 0.12562 27.56244 0.13308
1.18834 0.13746 31.10701 0.13310
1.18967 0.14606 33.67904 0.13313
1.19102 0.11935 25.65753 0.13316
1.19236 0.14398 33.03998 0.13319
1.19372 0.13318 29.79264 0.13321
1.19508 0.12806 28.24828 0.13324
1.19645 0.12702 27.92839 0.13327
1.19782 0.14874 34.43447 0.13330
1.19920 0.14390 32.97625 0.13333
1.20059 0.15578 36.52908 0.13335
1.20199 0.12518 27.34242 0.13338
1.20339 0.13061 28.96175 0.13341
1.20480 0.13670 30.78134 0.13344
1.20622 0.11982 25.70901 0.13347
1.20764 0.11517 24.30554 0.13350
1.20907 0.12484 27.19838 0.13353
1.21051 0.13636 30.64558 0.13356
1.21195 0.12494 27.21150 0.13359
1.21341 0.13499 30.21638 0.13362
1.21487 0.12787 28.07102 0.13365
1.21633 0.13299 29.59848 0.13368
1.21781 0.15855 37.25781 0.13371
1.21929 0.13527 30.26647 0.13374
1.22077 0.13797 31.06767 0.13377
1.22227 0.13604 30.47707 0.13380
1.22377 0.13311 29.59076 0.13383
1.22528 0.13937 31.45947 0.13386
1.22680 0.15384 35.79002 0.13389
1.22833 0.12945 28.46539 0.13392
1.22986 0.13269 29.42874 0.13395
1.23140 0.12810 28.04210 0.13398
1.23295 0.13809 31.02933 0.13402
1.23450 0.13661 30.57547 0.13405
1.23607 0.12976 28.51235 0.13408
1.23764 0.14465 32.97061 0.13411
1.23922 0.14913 34.30493 0.13414
1.24081 0.14041 31.67688 0.13418
1.24240 0.14059 31.72205 0.13421
1.24400 0.14196 32.12391 0.13424
1.24561 0.13593 30.30523 0.13428
1.24723 0.13994 31.49971 0.13431
1.24886 0.13449 29.85451 0.13434
1.25049 0.14622 33.36190 0.13438
1.25214 0.13214 29.12943 0.13441
1.25379 0.14367 32.57708 0.13444
1.25545 0.14711 33.60135 0.13448
1.25711 0.15157 34.92716 0.13451
1.25879 0.12925 28.22266 0.13455
1.26047 0.14470 32.84718 0.13458
1.26216 0.12476 26.85552 0.13461
1.26387 0.14496 32.90529 0.13465
1.26557 0.12807 27.82730 0.13468
1.26729 0.12598 27.19142 0.13472
1.26902 0.14386 32.54262 0.13475
1.27075 0.13217 29.02505 0.13479
1.27250 0.12537 26.97721 0.13483
1.27425 0.12478 26.78937 0.13486
1.27601 0.12528 26.92776 0.13490
1.27778 0.13452 29.68832 0.13493
1.27956 0.13747 30.56437 0.13497
1.28134 0.12980 28.25192 0.13501
1.28314 0.14033 31.40156 0.13504
1.28495 0.14003 31.30043 0.13508
1.28676 0.13904 30.99221 0.13512
1.28858 0.12567 26.97039 0.13516
1.29042 0.13037 28.36729 0.13519
1.29226 0.13585 30.00277 0.13523
1.29411 0.11953 25.09414 0.13527
1.29597 0.13741 30.44715 0.13531
1.29784 0.13864 30.80416 0.13534
1.29971 0.14375 32.32538 0.13538
1.30160 0.13045 28.32577 0.13542
1.30350 0.15498 35.67197 0.13546
1.30541 0.14707 33.28899 0.13550
1.30732 0.14420 32.41489 0.13554
1.30925 0.12467 26.54673 0.13558
1.31119 0.13210 28.76277 0.13562
1.31313 0.11910 24.85210 0.13566
1.31509 0.12465 26.50522 0.13570
1.31705 0.13836 30.60702 0.13574
1.31903 0.12081 25.32908 0.13578
1.32101 0.14487 32.53541 0.13582
1.32301 0.13829 30.55044 0.13586
1.32501 0.14871 33.66405 0.13590
1.32703 0.14346 32.07715 0.13594
1.32905 0.12961 27.90762 0.13598
1.33109 0.13621 29.87650 0.13603
1.33314 0.15094 34.28297 0.13607
1.33519 0.13993 30.96862 0.13611
1.33726 0.12336 25.98508 0.13615
1.33934 0.13987 30.92486 0.13619
1.34142 0.11570 23.66131 0.13624
1.34352 0.12686 26.99556 0.13628
1.34563 0.14117 31.27685 0.13632
1.34775 0.14011 30.94582 0.13637
1.34988 0.14237 31.61126 0.13641
1.35203 0.14100 31.18861 0.13645
1.35418 0.14986 33.83326 0.13650
1.35634 0.14222 31.52935 0.13654
1.35852 0.13272 28.66357 0.13659
1.36070 0.14465 32.23177 0.13663
1.36290 0.13378 28.95749 0.13668
1.36511 0.14383 31.95952 0.13672
1.36733 0.13206 28.41325 0.13677
1.36956 0.13538 29.39672 0.13681
1.37180 0.16228 37.45357 0.13686
1.37406 0.13051 27.90843 0.13690
1.37632 0.13832 30.23785 0.13695
1.37860 0.13404 28.94118 0.13700
1.38089 0.14718 32.87017 0.13704
1.38319 0.11983 24.64928 0.13709
1.38550 0.13795 30.07280 0.13714
1.38783 0.12641 26.59731 0.13719
1.39016 0.13521 29.22309 0.13723
1.39251 0.13530 29.23392 0.13728
1.39487 0.15341 34.65321 0.13733
1.39725 0.12314 25.55725 0.13738
1.39963 0.14294 31.48414 0.13743
1.40203 0.13204 28.20046 0.13748
1.40444 0.13152 28.02938 0.13753
1.40687 0.15351 34.61068 0.13758
1.40930 0.15733 35.74336 0.13763
1.41175 0.12410 25.75967 0.13768
1.41421 0.12760 26.79417 0.13773
1.41669 0.13001 27.50315 0.13778
1.41918 0.14760 32.76629 0.13783
1.42168 0.13840 29.98984 0.13788
1.42419 0.14036 30.56322 0.13793
1.42672 0.15426 34.71826 0.13798
1.42926 0.16066 36.62306 0.13803
1.43181 0.14646 32.34740 0.13809
1.43438 0.14995 33.37956 0.13814
1.43696 0.15267 34.17921 0.13819
1.43956 0.12054 24.52572 0.13825
1.44217 0.13870 29.95659 0.13830
1.44479 0.13250 28.08266 0.13835
1.44742 0.15826 35.79196 0.13841
1.45007 0.14483 31.74730 0.13846
1.45274 0.15046 33.42078 0.13852
1.45542 0.12176 24.79461 0.13857
1.45811 0.12111 24.58574 0.13863
1.46082 0.14497 31.72474 0.13868
1.46354 0.13892 29.89328 0.13874
1.46628 0.14941 33.02603 0.13879
1.46903 0.13639 29.10380 0.13885
1.47180 0.14280 31.00899 0.13891
1.47458 0.15095 33.43843 0.13896
1.47738 0.13416 28.38478 0.13902
1.48019 0.14917 32.87063 0.13908
1.48301 0.13190 27.67148 0.13914
1.48586 0.14645 32.01985 0.13919
1.48871 0.14705 32.18359 0.13925
1.49159 0.14777 32.38276 0.13931
1.49448 0.12572 25.74964 0.13937
1.49738 0.15158 33.48969 0.13943
1.50030 0.15605 34.81366 0.13949
1.50324 0.13469 28.38794 0.13955
1.50619 0.14803 32.37302 0.13961
1.50916 0.14874 32.56610 0.13967
1.51215 0.15592 34.70415 0.13973
1.51515 0.12328 24.89340 0.13979
1.51817 0.13990 29.86117 0.13985
1.52120 0.15046 33.01058 0.13992
1.52425 0.13456 28.22103 0.13998
1.52732 0.13572 28.55090 0.14004
1.53041 0.12690 25.88758 0.14011
1.53351 0.13924 29.57189 0.14017
1.53663 0.13611 28.61471 0.14023
1.53977 0.14083 30.01035 0.14030
1.54292 0.13288 27.60710 0.14036
1.54610 0.14280 30.56468 0.14043
1.54929 0.13327 27.68607 0.14049
1.55250 0.15841 35.20937 0.14056
1.55572 0.12399 24.86159 0.14062
1.55897 0.15715 34.79013 0.14069
1.56223 0.15137 33.03698 0.14076
1.56551 0.14507 31.12667 0.14082
1.56881 0.13781 28.92870 0.14089
1.57213 0.12985 26.52077 0.14096
1.57547 0.12745 25.78186 0.14103
1.57883 0.13021 26.59054 0.14110
1.58221 0.15229 33.19306 0.14117
1.58560 0.15202 33.09153 0.14124
1.58902 0.16312 36.40291 0.14131
1.59245 0.14194 30.02607 0.14138
1.59590 0.12458 24.79865 0.14145
1.59938 0.14246 30.14182 0.14152
1.60287 0.13744 28.61600 0.14159
1.60639 0.15112 32.69673 0.14166
1.60992 0.13820 28.79951 0.14173
1.61348 0.14271 30.13243 0.14181
1.61705 0.13143 26.72730 0.14188
1.62065 0.13577 28.00581 0.14195
1.62427 0.14059 29.43139 0.14203
1.62791 0.14762 31.51867 0.14210
1.63157 0.14490 30.68138 0.14218
1.63525 0.12919 25.94577 0.14225
1.63895 0.13404 27.37786 0.14233
1.64268 0.13197 26.73620 0.14240
1.64643 0.15298 33.01455 0.14248
1.65020 0.14734 31.30136 0.14256
1.65399 0.14571 30.78816 0.14263
1.65780 0.14416 30.30220 0.14271
1.66164 0.14388 30.19533 0.14279
1.66550 0.13678 28.03962 0.14287
1.66938 0.13184 26.53683 0.14295
1.67329 0.15881 34.60464 0.14303
1.67722 0.14544 30.56733 0.14311
1.68117 0.14916 31.65980 0.14319
1.68515 0.13080 26.12894 0.14327
1.68915 0.15342 32.89023 0.14335
1.69318 0.13304 26.75341 0.14344
1.69723 0.13693 27.89611 0.14352
1.70130 0.15269 32.59863 0.14360
1.70540 0.12560 24.44901 0.14369
1.70953 0.14881 31.38520 0.14377
1.71368 0.16254 35.48090 0.14386
1.71785 0.14132 29.08821 0.14394
1.72205 0.15925 34.44195 0.14403
1.72628 0.13845 28.17662 0.14411
1.73053 0.13720 27.77631 0.14420
1.73481 0.14685 30.64585 0.14429
1.73911 0.15739 33.78126 0.14438
1.74345 0.15038 31.65420 0.14447
1.74781 0.13430 26.80253 0.14456
1.75219 0.13800 27.88799 0.14465
1.75661 0.14810 30.88916 0.14474
1.76105 0.14982 31.38069 0.14483
1.76552 0.16929 37.19382 0.14492
1.77001 0.14880 31.01917 0.14501
1.77454 0.14796 30.74149 0.14510
1.77910 0.12658 24.30026 0.14520
1.78368 0.14113 28.63752 0.14529
1.78829 0.14482 29.71761 0.14538
1.79293 0.15745 33.47747 0.14548
1.79761 0.15100 31.51306 0.14557
1.80231 0.14996 31.17543 0.14567
1.80704 0.13701 27.26155 0.14577
1.81180 0.14229 28.81551 0.14587
1.81659 0.12924 24.87202 0.14596
1.82142 0.15459 32.44892 0.14606
1.82627 0.14047 28.18472 0.14616
1.83116 0.14599 29.80909 0.14626
1.83608 0.14220 28.64304 0.14636
1.84103 0.13996 27.94243 0.14646
1.84601 0.13735 27.13009 0.14657
1.85103 0.14001 27.89533 0.14667
1.85608 0.13286 25.72207 0.14677
1.86116 0.15801 33.23508 0.14688
1.86627 0.15156 31.26939 0.14698
1.87142 0.13946 27.61006 0.14709
1.87661 0.13539 26.35708 0.14719
1.88183 0.14688 29.77300 0.14730
1.88708 0.14669 29.68564 0.14741
1.89237 0.15189 31.21219 0.14751
1.89769 0.15925 33.38830 0.14762
1.90305 0.12964 24.47410 0.14773
1.90845 0.17608 38.37418 0.14784
1.91388 0.13135 24.92096 0.14795
1.91935 0.15458 31.85654 0.14807
1.92486 0.13568 26.15528 0.14818
1.93040 0.15663 32.40566 0.14829
1.93598 0.14127 27.76444 0.14841
1.94160 0.15031 30.44341 0.14852
1.94726 0.12768 23.61907 0.14864
1.95296 0.15006 30.29956 0.14875
1.95870 0.15616 32.09481 0.14887
1.96448 0.14690 29.28441 0.14899
1.97029 0.15041 30.30090 0.14911
1.97615 0.14675 29.16876 0.14923
1.98205 0.16576 34.83647 0.14935
1.98799 0.12884 23.72524 0.14947
1.99398 0.15002 30.04091 0.14959
2.00000 0.13421 25.26206 0.14972
2.00607 0.15630 31.85251 0.14984
2.01218 0.15083 30.17580 0.14997
2.01833 0.14048 27.03504 0.15009
2.02453 0.15619 31.71131 0.15022
2.03077 0.15803 32.22295 0.15035
2.03706 0.15712 31.91415 0.15048
2.04339 0.15348 30.78340 0.15061
2.04977 0.14618 28.55664 0.15074
2.05619 0.14846 29.20154 0.15087
2.06267 0.15764 31.91453 0.15100
2.06918 0.14966 29.48429 0.15113
2.07575 0.14369 27.65286 0.15127
2.08236 0.13813 25.94351 0.15140
2.08903 0.15943 32.29422 0.15154
2.09574 0.15555 31.09100 0.15168
2.10250 0.14741 28.60787 0.15182
2.10931 0.14773 28.66370 0.15196
2.11617 0.15000 29.30286 0.15210
2.12309 0.15909 31.98993 0.15224
2.13005 0.15168 29.72226 0.15238
2.13707 0.15677 31.20842 0.15252
2.14414 0.13093 23.41426 0.15267
2.15127 0.14714 28.23403 0.15281
2.15845 0.16720 34.21062 0.15296
2.16568 0.15219 29.66372 0.15311
2.17297 0.16299 32.86022 0.15326
2.18031 0.14084 26.16865 0.15341
2.18772 0.15842 31.40076 0.15356
2.19517 0.15180 29.36872 0.15371
2.20269 0.13881 25.42638 0.15387
2.21026 0.15828 31.22122 0.15402
2.21790 0.17148 35.13550 0.15418
2.22559 0.14222 26.31247 0.15434
2.23334 0.14485 27.05494 0.15449
2.24116 0.16348 32.59758 0.15465
2.24903 0.14950 28.35713 0.15482
2.25697 0.17551 36.11008 0.15498
2.26498 0.16447 32.75017 0.15514
2.27304 0.14516 26.90849 0.15531
2.28117 0.13905 25.02823 0.15547
2.28937 0.13446 23.60268 0.15564
2.29763 0.15503 29.72184 0.15581
2.30596 0.15766 30.46212 0.15598
2.31436 0.15464 29.50565 0.15615
2.32282 0.15798 30.45795 0.15633
2.33135 0.14567 26.71382 0.15650
2.33996 0.15918 30.71306 0.15668
2.34863 0.16855 33.47291 0.15685
2.35738 0.15196 28.44503 0.15703
2.36620 0.14977 27.73310 0.15721
2.37509 0.15855 30.31302 0.15740
2.38406 0.17068 33.90103 0.15758
2.39311 0.15389 28.80859 0.15776
2.40222 0.14371 25.70039 0.15795
2.41142 0.15741 29.75520 0.15814
2.42070 0.15614 29.31848 0.15833
2.43005 0.17641 35.34349 0.15852
2.43948 0.14597 26.15390 0.15871
2.44900 0.17324 34.27679 0.15891
2.45859 0.15017 27.30091 0.15910
2.46827 0.16746 32.42874 0.15930
2.47804 0.16220 30.79248 0.15950
2.48789 0.16045 30.20724 0.15970
2.49782 0.17032 33.10924 0.15991
2.50784 0.15039 27.07000 0.16011
2.51795 0.15686 28.95141 0.16032
2.52815 0.17225 33.50716 0.16053
2.53845 0.14735 25.97382 0.16074
2.54883 0.16857 32.27772 0.16095
2.55930 0.13962 23.52892 0.16117
2.56988 0.16309 30.50742 0.16138
2.58054 0.17104 32.82924 0.16160
2.59130 0.19070 38.66087 0.16182
2.60217 0.15171 26.89868 0.16204
2.61313 0.14437 24.63262 0.16227
2.62419 0.17022 32.32077 0.16249
2.63535 0.15717 28.33931 0.16272
2.64662 0.15659 28.09861 0.16295
2.65799 0.15397 27.24223 0.16319
2.66947 0.17141 32.40580 0.16342
2.68105 0.16062 29.09858 0.16366
2.69275 0.15403 27.05267 0.16390
2.70455 0.15199 26.36837 0.16414
2.71647 0.17442 33.02609 0.16438
2.72850 0.16891 31.30169 0.16463
2.74065 0.17509 33.08233 0.16488
2.75292 0.16182 29.02774 0.16513
2.76530 0.17416 32.65581 0.16538
2.77780 0.14874 24.95532 0.16564
2.79043 0.15914 28.00058 0.16590
2.80318 0.15918 27.93542 0.16616
2.81605 0.16519 29.66102 0.16642
2.82906 0.15892 27.70268 0.16669
2.84219 0.15933 27.74539 0.16696
2.85545 0.14736 24.07665 0.16723
2.86885 0.18702 35.89199 0.16750
2.88238 0.15994 27.68802 0.16778
2.89605 0.16562 29.30967 0.16806
2.90986 0.17171 31.05456 0.16834
2.92380 0.17450 31.80596 0.16863
2.93790 0.16521 28.93476 0.16892
2.95213 0.16370 28.39588 0.16921
2.96652 0.17172 30.71540 0.16950
2.98106 0.15769 26.42140 0.16980
2.99574 0.17764 32.31820 0.17010
3.01059 0.16091 27.20997 0.17040
3.02559 0.17873 32.46418 0.17071
3.04075 0.16196 27.34279 0.17102
3.05607 0.17261 30.44560 0.17133
3.07155 0.16777 28.90145 0.17165
3.08721 0.16999 29.47512 0.17197
3.10303 0.18374 33.50307 0.17230
3.11903 0.16964 29.17771 0.17262
3.13520 0.18297 33.08101 0.17295
3.15155 0.16967 28.99203 0.17329
3.16808 0.17746 31.22929 0.17363
3.18479 0.18385 33.04638 0.17397
3.20169 0.15777 25.12229 0.17432
3.21878 0.15784 25.04067 0.17466
3.23607 0.16283 26.43150 0.17502
3.25355 0.17865 31.07352 0.17538
3.27123 0.18958 34.24792 0.17574
3.28912 0.18085 31.52021 0.17610
3.30721 0.16003 25.16468 0.17647
3.32551 0.17637 29.95802 0.17685
3.34403 0.17404 29.14711 0.17723
3.36276 0.17944 30.65626 0.17761
3.38171 0.17846 30.24629 0.17800
3.40089 0.17465 28.98947 0.17839
3.42030 0.17950 30.32847 0.17879
3.43995 0.17114 27.70280 0.17919
3.45983 0.17104 27.55274 0.17960
3.47995 0.18578 31.85554 0.18001
3.50032 0.18682 32.04270 0.18043
3.52094 0.17899 29.57149 0.18085
3.54181 0.17332 27.74639 0.18128
3.56294 0.18986 32.58090 0.18171
3.58434 0.17761 28.77815 0.18215
3.60601 0.17334 27.36598 0.18259
3.62796 0.16998 26.22727 0.18304
3.65018 0.17129 26.48686 0.18350
3.67269 0.19108 32.28640 0.18396
3.69549 0.17355 26.89206 0.18442
3.71858 0.17541 27.31213 0.18490
3.74198 0.17742 27.77289 0.18537
3.76568 0.16813 24.84504 0.18586
3.78970 0.18804 30.67468 0.18635
3.81404 0.19040 31.23465 0.18685
3.83871 0.19432 32.26408 0.18735
3.86370 0.17671 26.83098 0.18787
3.88904 0.20688 35.73018 0.18838
3.91473 0.18069 27.71749 0.18891
3.94076 0.18553 29.01361 0.18944
3.96716 0.18188 27.76076 0.18998
3.99393 0.19359 31.11468 0.19053
4.02107 0.19041 29.99547 0.19109
4.04860 0.18655 28.67433 0.19165
4.07652 0.19823 32.00966 0.19222
4.10484 0.18943 29.20117 0.19280
4.13357 0.18850 28.74955 0.19339
4.16271 0.19260 29.80225 0.19399
4.19228 0.21595 36.63260 0.19459
4.22229 0.19940 31.48675 0.19521
4.25275 0.18659 27.46078 0.19583
4.28366 0.20537 32.90837 0.19646
4.31503 0.19934 30.91145 0.19710
4.34689 0.19163 28.40782 0.19776
4.37923 0.20460 32.10515 0.19842
4.41206 0.19143 27.95614 0.19909
4.44541 0.20856 32.89649 0.19977
4.47928 0.21356 34.19364 0.20047
4.51368 0.20076 30.14444 0.20117
4.54863 0.19120 27.06863 0.20189
4.58414 0.20791 31.86675 0.20261
4.62023 0.21805 34.69367 0.20335
4.65690 0.20304 29.97158 0.20410
4.69417 0.22863 37.42372 0.20486
4.73205 0.20394 29.78822 0.20564
4.77057 0.18973 25.29604 0.20643
4.80973 0.19316 26.08987 0.20723
4.84956 0.20566 29.60150 0.20805
4.89007 0.20822 30.12657 0.20887
4.93128 0.19531 26.00400 0.20972
4.97320 0.20365 28.25701 0.21058
5.01585 0.21446 31.24326 0.21145
5.05926 0.21577 31.37592 0.21234
5.10344 0.19615 25.22371 0.21324
5.14842 0.21187 29.67091 0.21416
5.19421 0.22181 32.37723 0.21510
5.24084 0.23122 34.92076 0.21605
5.28833 0.22260 32.05133 0.21703
5.33671 0.22710 33.11011 0.21802
5.38600 0.21366 28.78097 0.21903
5.43622 0.21033 27.48240 0.22005
5.48740 0.22901 32.77721 0.22110
5.53958 0.22352 30.81705 0.22217
5.59277 0.22361 30.52739 0.22326
5.64701 0.22415 30.36199 0.22437
5.70234 0.22934 31.58869 0.22550
