# sec(z), Tsys/Tatm, Tr, fit
1.21051 0.13458 30.11032 0.13488
1.21195 0.13970 31.63778 0.13491
1.21341 0.13148 29.16354 0.13494
1.21487 0.12826 28.18776 0.13496
1.21633 0.13684 30.75473 0.13499
1.21781 0.13149 29.14062 0.13502
1.21929 0.13472 30.10028 0.13505
1.22077 0.13313 29.61547 0.13508
1.22227 0.13071 28.87892 0.13510
1.22377 0.13360 29.73762 0.13513
1.22528 0.12893 28.32843 0.13516
1.22680 0.13727 30.81996 0.13519
1.22833 0.13413 29.86884 0.13522
1.22986 0.13609 30.44671 0.13525
1.23140 0.13749 30.85972 0.13528
1.23295 0.13413 29.84139 0.13531
1.23450 0.13252 29.35020 0.13534
1.23607 0.13569 30.28995 0.13537
1.23764 0.14128 31.95786 0.13539
1.23922 0.14588 33.33013 0.13542
1.24081 0.13521 30.11895 0.13545
1.24240 0.13505 30.06117 0.13548
1.24400 0.13147 28.97847 0.13552
1.24561 0.13729 30.71251 0.13555
1.24723 0.13891 31.18860 0.13558
1.24886 0.13617 30.35766 0.13561
1.25049 0.13575 30.22305 0.13564
1.25214 0.13733 30.68531 0.13567
1.25379 0.13442 29.80432 0.13570
1.25545 0.13941 31.29139 0.13573
1.25711 0.13575 30.18156 0.13576
1.25879 0.13112 28.78427 0.13579
1.26047 0.13158 28.91111 0.13583
1.26216 0.13654 30.39039 0.13586
1.26387 0.13339 29.43262 0.13589
1.26557 0.14246 32.14362 0.13592
1.26729 0.13199 28.99204 0.13596
1.26902 0.13167 28.88602 0.13599
1.27075 0.13969 31.28189 0.13602
1.27250 0.13170 28.87624 0.13605
1.27425 0.13940 31.17590 0.13609
1.27601 0.13159 28.82116 0.13612
1.27778 0.13711 30.46702 0.13615
1.27956 0.12967 28.22277 0.13619
1.28134 0.13919 31.06780 0.13622
1.28314 0.13196 28.88914 0.13625
1.28495 0.13590 30.06166 0.13629
1.28676 0.12955 28.14343 0.13632
1.28858 0.13531 29.86251 0.13636
1.29042 0.13893 30.93759 0.13639
1.29226 0.13761 30.52809 0.13643
1.29411 0.13251 28.98862 0.13646
1.29597 0.13350 29.27426 0.13650
1.29784 0.13261 28.99609 0.13653
1.29971 0.13774 30.52285 0.13657
1.30160 0.13496 29.67772 0.13660
1.30350 0.13848 30.72194 0.13664
1.30541 0.13070 28.37811 0.13668
1.30732 0.13581 29.89909 0.13671
1.30925 0.13217 28.79485 0.13675
1.31119 0.14224 31.80376 0.13678
1.31313 0.13602 29.92760 0.13682
1.31509 0.13363 29.19928 0.13686
1.31705 0.13388 29.26252 0.13690
1.31903 0.13345 29.12163 0.13693
1.32101 0.13671 30.08725 0.13697
1.32301 0.13288 28.92570 0.13701
1.32501 0.13798 30.44421 0.13705
1.32703 0.13591 29.81009 0.13708
1.32905 0.14019 31.08227 0.13712
1.33109 0.13894 30.69438 0.13716
1.33314 0.13784 30.35346 0.13720
1.33519 0.14003 30.99710 0.13724
1.33726 0.13392 29.15132 0.13728
1.33934 0.13679 30.00186 0.13732
1.34142 0.13818 30.40592 0.13736
1.34352 0.13669 29.94702 0.13740
1.34563 0.13803 30.33507 0.13744
1.34775 0.13756 30.18165 0.13748
1.34988 0.13589 29.66889 0.13752
1.35203 0.13348 28.93194 0.13756
1.35418 0.13950 30.72508 0.13760
1.35634 0.13511 29.39563 0.13764
1.35852 0.14097 31.13960 0.13768
1.36070 0.14063 31.02330 0.13772
1.36290 0.13904 30.53367 0.13776
1.36511 0.13829 30.29614 0.13780
1.36733 0.13618 29.64922 0.13785
1.36956 0.13969 30.68981 0.13789
1.37180 0.13651 29.72266 0.13793
1.37406 0.13809 30.18298 0.13797
1.37632 0.13263 28.53188 0.13802
1.37860 0.13427 29.00877 0.13806
1.38089 0.13819 30.17163 0.13810
1.38319 0.13899 30.39787 0.13815
1.38550 0.13268 28.49144 0.13819
1.38783 0.13067 27.87520 0.13823
1.39016 0.13795 30.04429 0.13828
1.39251 0.13329 28.63075 0.13832
1.39487 0.13676 29.65926 0.13837
1.39725 0.13935 30.42143 0.13841
1.39963 0.14054 30.76502 0.13846
1.40203 0.13341 28.60965 0.13850
1.40444 0.13386 28.73169 0.13855
1.40687 0.13443 28.88686 0.13859
1.40930 0.13269 28.35007 0.13864
1.41175 0.13592 29.30671 0.13868
1.41421 0.14189 31.08260 0.13873
1.41669 0.13868 30.10457 0.13878
1.41918 0.13624 29.35612 0.13883
1.42168 0.13418 28.72416 0.13887
1.42419 0.13702 29.56082 0.13892
1.42672 0.14015 30.48469 0.13897
1.42926 0.13876 30.05108 0.13902
1.43181 0.14208 31.03408 0.13906
1.43438 0.13568 29.09640 0.13911
1.43696 0.14207 30.99974 0.13916
1.43956 0.13230 28.05148 0.13921
1.44217 0.14391 31.52134 0.13926
1.44479 0.14090 30.60175 0.13931
1.44742 0.13478 28.74899 0.13936
1.45007 0.13713 29.43878 0.13941
1.45274 0.14752 32.53924 0.13946
1.45542 0.14021 30.33016 0.13951
1.45811 0.13444 28.58417 0.13956
1.46082 0.13639 29.15079 0.13961
1.46354 0.14050 30.37022 0.13966
1.46628 0.13730 29.39346 0.13972
1.46903 0.13778 29.52029 0.13977
1.47180 0.14084 30.42031 0.13982
1.47458 0.13844 29.68392 0.13987
1.47738 0.14376 31.26274 0.13992
1.48019 0.13811 29.55105 0.13998
1.48301 0.14135 30.50743 0.14003
1.48586 0.13195 27.66950 0.14009
1.48871 0.13608 28.89061 0.14014
1.49159 0.13626 28.92704 0.14019
1.49448 0.13582 28.78007 0.14025
1.49738 0.14418 31.26973 0.14030
1.50030 0.14131 30.39039 0.14036
1.50324 0.13745 29.21628 0.14041
1.50619 0.13449 28.30955 0.14047
1.50916 0.14332 30.94037 0.14053
1.51215 0.13559 28.60325 0.14058
1.51515 0.13837 29.41991 0.14064
1.51817 0.13415 28.13734 0.14070
1.52120 0.13698 28.96821 0.14075
1.52425 0.14289 30.72054 0.14081
1.52732 0.14279 30.67260 0.14087
1.53041 0.13654 28.77908 0.14093
1.53351 0.13442 28.12642 0.14099
1.53663 0.13777 29.11105 0.14104
1.53977 0.13874 29.38212 0.14110
1.54292 0.14414 30.98505 0.14116
1.54610 0.14064 29.91636 0.14122
1.54929 0.13801 29.10750 0.14128
1.55250 0.14567 31.38675 0.14134
1.55572 0.14668 31.66848 0.14141
1.55897 0.13346 27.68418 0.14147
1.56223 0.13989 29.59408 0.14153
1.56551 0.13744 28.83946 0.14159
1.56881 0.14444 30.91830 0.14165
1.57213 0.14126 29.94441 0.14172
1.57547 0.13924 29.31954 0.14178
1.57883 0.14418 30.78026 0.14184
1.58221 0.14277 30.33856 0.14191
1.58560 0.13767 28.78803 0.14197
1.58902 0.13811 28.90005 0.14203
1.59245 0.13854 29.00771 0.14210
1.59590 0.14515 30.96990 0.14216
1.59938 0.13935 29.20865 0.14223
1.60287 0.14636 31.28962 0.14230
1.60639 0.13902 29.06701 0.14236
1.60992 0.13267 27.14078 0.14243
1.61348 0.13796 28.70650 0.14250
1.61705 0.14182 29.84397 0.14256
1.62065 0.14416 30.52329 0.14263
1.62427 0.14799 31.65103 0.14270
1.62791 0.14330 30.22179 0.14277
1.63157 0.14230 29.90010 0.14284
1.63525 0.14418 30.44181 0.14291
1.63895 0.14022 29.23141 0.14298
1.64268 0.14460 30.52452 0.14305
1.64643 0.14286 29.98010 0.14312
1.65020 0.14225 29.77284 0.14319
1.65399 0.14294 29.95868 0.14326
1.65780 0.14641 30.97668 0.14333
1.66164 0.15015 32.07420 0.14341
1.66550 0.14617 30.85819 0.14348
1.66938 0.14632 30.87874 0.14355
1.67329 0.14608 30.78378 0.14363
1.67722 0.14137 29.34833 0.14370
1.68117 0.14872 31.53025 0.14378
1.68515 0.14906 31.60701 0.14385
1.68915 0.14630 30.75577 0.14393
1.69318 0.13796 28.22886 0.14400
1.69723 0.14421 30.07943 0.14408
1.70130 0.14172 29.30711 0.14416
1.70540 0.13973 28.68745 0.14423
1.70953 0.14418 29.99780 0.14431
1.71368 0.14302 29.62379 0.14439
1.71785 0.14412 29.92824 0.14447
1.72205 0.15102 31.97402 0.14455
1.72628 0.14171 29.15670 0.14463
1.73053 0.14617 30.46650 0.14471
1.73481 0.14548 30.23613 0.14479
1.73911 0.13900 28.26401 0.14487
1.74345 0.14382 29.68508 0.14495
1.74781 0.14284 29.36407 0.14503
1.75219 0.13905 28.20322 0.14512
1.75661 0.14496 29.94721 0.14520
1.76105 0.14882 31.08078 0.14529
1.76552 0.13637 27.31663 0.14537
1.77001 0.15344 32.41198 0.14545
1.77454 0.14332 29.34802 0.14554
1.77910 0.15090 31.59617 0.14563
1.78368 0.14650 30.24822 0.14571
1.78829 0.14232 28.96616 0.14580
1.79293 0.14398 29.43554 0.14589
1.79761 0.14906 30.93305 0.14598
1.80231 0.14584 29.93733 0.14606
1.80704 0.14260 28.93712 0.14615
1.81180 0.14768 30.43237 0.14624
1.81659 0.14998 31.09437 0.14633
1.82142 0.14389 29.23765 0.14643
1.82627 0.14782 30.38818 0.14652
1.83116 0.14555 29.67818 0.14661
1.83608 0.14730 30.17419 0.14670
1.84103 0.14427 29.23517 0.14680
1.84601 0.14300 28.82355 0.14689
1.85103 0.14735 30.09746 0.14699
1.85608 0.14786 30.22225 0.14708
1.86116 0.14574 29.55524 0.14718
1.86627 0.14716 29.94999 0.14727
1.87142 0.14051 27.92532 0.14737
1.87661 0.15171 31.25405 0.14747
1.88183 0.14937 30.51992 0.14757
1.88708 0.14841 30.20021 0.14767
1.89237 0.15122 31.01270 0.14777
1.89769 0.15353 31.67432 0.14787
1.90305 0.14907 30.30161 0.14797
1.90845 0.13938 27.36269 0.14807
1.91388 0.15176 31.04340 0.14817
1.91935 0.15272 31.29974 0.14828
1.92486 0.14122 27.81583 0.14838
1.93040 0.14762 29.70257 0.14849
1.93598 0.14315 28.32794 0.14859
1.94160 0.14913 30.08953 0.14870
1.94726 0.14912 30.05327 0.14880
1.95296 0.14971 30.19504 0.14891
1.95870 0.15195 30.83388 0.14902
1.96448 0.14434 28.51620 0.14913
1.97029 0.15000 30.17880 0.14924
1.97615 0.14576 28.86974 0.14935
1.98205 0.14894 29.78958 0.14946
1.98799 0.14112 27.40779 0.14957
1.99398 0.14827 29.51633 0.14969
2.00000 0.14357 28.07122 0.14980
2.00607 0.15008 29.98907 0.14991
2.01218 0.15414 31.17000 0.15003
2.01833 0.14946 29.72874 0.15015
2.02453 0.15510 31.38168 0.15026
2.03077 0.14908 29.53931 0.15038
2.03706 0.15393 30.95683 0.15050
2.04339 0.14738 28.95312 0.15062
2.04977 0.14791 29.07529 0.15074
2.05619 0.15068 29.86787 0.15086
2.06267 0.15935 32.43038 0.15098
2.06918 0.14743 28.81360 0.15111
2.07575 0.14754 28.80811 0.15123
2.08236 0.15200 30.10728 0.15136
2.08903 0.14708 28.58931 0.15148
2.09574 0.15276 30.25369 0.15161
2.10250 0.14984 29.33683 0.15174
2.10931 0.14638 28.25674 0.15187
2.11617 0.15353 30.36150 0.15200
2.12309 0.14879 28.89903 0.15213
2.13005 0.15169 29.72577 0.15226
2.13707 0.15264 29.97010 0.15239
2.14414 0.15248 29.87818 0.15252
2.15127 0.15302 29.99736 0.15266
2.15845 0.14855 28.61424 0.15279
2.16568 0.15320 29.96660 0.15293
2.17297 0.15069 29.17011 0.15307
2.18031 0.15488 30.38216 0.15321
2.18772 0.15626 30.75234 0.15335
2.19517 0.14835 28.33526 0.15349
2.20269 0.14751 28.03769 0.15363
2.21026 0.15800 31.13894 0.15377
2.21790 0.15835 31.19758 0.15392
2.22559 0.15730 30.83677 0.15406
2.23334 0.15094 28.88132 0.15421
2.24116 0.15785 30.90878 0.15436
2.24903 0.15657 30.47817 0.15451
2.25697 0.15527 30.03856 0.15466
2.26498 0.15547 30.05184 0.15481
2.27304 0.15527 29.94252 0.15496
2.28117 0.16124 31.68590 0.15511
2.28937 0.15025 28.33773 0.15527
2.29763 0.15961 31.09572 0.15542
2.30596 0.15649 30.11025 0.15558
2.31436 0.15410 29.34536 0.15574
2.32282 0.15482 29.50974 0.15590
2.33135 0.16004 31.02288 0.15606
2.33996 0.15916 30.70744 0.15622
2.34863 0.15521 29.47183 0.15639
2.35738 0.15432 29.15318 0.15655
2.36620 0.15942 30.62796 0.15672
2.37509 0.15890 30.41841 0.15689
2.38406 0.15804 30.10780 0.15706
2.39311 0.15657 29.61235 0.15723
2.40222 0.15447 28.92915 0.15740
2.41142 0.15079 27.76872 0.15757
2.42070 0.16390 31.64577 0.15775
2.43005 0.15775 29.74377 0.15793
2.43948 0.16221 31.02736 0.15810
2.44900 0.15873 29.92400 0.15828
2.45859 0.15763 29.53745 0.15847
2.46827 0.15593 28.96915 0.15865
2.47804 0.16323 31.10140 0.15883
2.48789 0.15918 29.82622 0.15902
2.49782 0.16343 31.04114 0.15921
2.50784 0.15859 29.52998 0.15940
2.51795 0.15948 29.73714 0.15959
2.52815 0.16163 30.31920 0.15978
2.53845 0.16280 30.60989 0.15997
2.54883 0.16109 30.03479 0.16017
2.55930 0.15795 29.02963 0.16037
2.56988 0.15661 28.56418 0.16057
2.58054 0.16144 29.94799 0.16077
2.59130 0.16374 30.57462 0.16097
2.60217 0.16330 30.37814 0.16118
2.61313 0.16420 30.58042 0.16139
2.62419 0.16546 30.89304 0.16159
2.63535 0.15997 29.17922 0.16181
2.64662 0.16094 29.40175 0.16202
2.65799 0.16103 29.35990 0.16223
2.66947 0.16131 29.37592 0.16245
2.68105 0.16557 30.58586 0.16267
2.69275 0.16313 29.78125 0.16289
2.70455 0.16450 30.12130 0.16311
2.71647 0.16397 29.89238 0.16334
2.72850 0.16456 29.99771 0.16357
2.74065 0.16530 30.14501 0.16380
2.75292 0.16347 29.52337 0.16403
2.76530 0.16986 31.36722 0.16426
2.77780 0.16279 29.16980 0.16450
2.79043 0.16229 28.94446 0.16474
2.80318 0.17107 31.50221 0.16498
2.81605 0.16989 31.06933 0.16522
2.82906 0.16343 29.05344 0.16547
2.84219 0.16651 29.89866 0.16571
2.85545 0.16852 30.42467 0.16596
2.86885 0.16623 29.65545 0.16622
2.88238 0.16696 29.79354 0.16647
2.89605 0.17060 30.80239 0.16673
2.90986 0.16743 29.76849 0.16699
2.92380 0.17002 30.46322 0.16726
2.93790 0.16288 28.23619 0.16752
2.95213 0.17073 30.50720 0.16779
2.96652 0.17153 30.66088 0.16806
2.98106 0.16937 29.92506 0.16834
2.99574 0.16806 29.44409 0.16862
3.01059 0.16449 28.28261 0.16890
3.02559 0.16741 29.06957 0.16918
3.04075 0.17182 30.30249 0.16947
3.05607 0.17484 31.11505 0.16976
3.07155 0.16984 29.52240 0.17005
3.08721 0.17411 30.70987 0.17034
3.10303 0.17012 29.41760 0.17064
3.11903 0.17409 30.51235 0.17095
3.13520 0.17461 30.57189 0.17125
3.15155 0.17065 29.28719 0.17156
3.16808 0.17139 29.40926 0.17187
3.18479 0.17632 30.78780 0.17219
3.20169 0.17596 30.57833 0.17251
3.21878 0.17057 28.85957 0.17283
3.23607 0.17708 30.70846 0.17316
3.25355 0.17083 28.72657 0.17349
3.27123 0.17241 29.09641 0.17382
3.28912 0.17050 28.41635 0.17416
3.30721 0.17497 29.64634 0.17450
3.32551 0.17095 28.33258 0.17485
3.34403 0.17426 29.21499 0.17520
3.36276 0.17709 29.95180 0.17555
3.38171 0.17815 30.15531 0.17591
3.40089 0.17980 30.53567 0.17627
3.42030 0.17197 28.06804 0.17664
3.43995 0.18304 31.27285 0.17701
3.45983 0.17907 29.96208 0.17738
3.47995 0.17920 29.88103 0.17777
3.50032 0.18116 30.34543 0.17815
3.52094 0.17849 29.42020 0.17854
3.54181 0.18329 30.73753 0.17893
3.56294 0.18857 32.19363 0.17933
3.58434 0.17529 28.08080 0.17974
3.60601 0.17827 28.84390 0.18015
3.62796 0.18496 30.72143 0.18056
3.65018 0.18256 29.86701 0.18098
3.67269 0.17894 28.64676 0.18141
3.69549 0.18591 30.60040 0.18184
3.71858 0.18514 30.23080 0.18227
3.74198 0.18418 29.80185 0.18272
3.76568 0.18477 29.83704 0.18316
3.78970 0.19044 31.39456 0.18362
3.81404 0.18602 29.92182 0.18408
3.83871 0.18173 28.48652 0.18454
3.86370 0.18743 30.04627 0.18502
3.88904 0.18644 29.59856 0.18550
3.91473 0.18409 28.73812 0.18598
3.94076 0.18478 28.78837 0.18647
3.96716 0.18966 30.09495 0.18697
3.99393 0.19222 30.70135 0.18748
4.02107 0.19412 31.10958 0.18799
4.04860 0.19162 30.19363 0.18851
4.07652 0.19183 30.08931 0.18904
4.10484 0.20138 32.78637 0.18957
4.13357 0.18559 27.87469 0.19012
4.16271 0.19324 29.99484 0.19067
4.19228 0.18807 28.26867 0.19123
4.22229 0.19622 30.53332 0.19179
4.25275 0.19913 31.22246 0.19237
4.28366 0.19360 29.37731 0.19295
4.31503 0.19426 29.38912 0.19354
4.34689 0.20320 31.87798 0.19415
4.37923 0.20020 30.78337 0.19476
4.41206 0.19932 30.32264 0.19538
4.44541 0.20294 31.21050 0.19601
4.47928 0.19631 29.01619 0.19665
4.51368 0.20237 30.62843 0.19730
4.54863 0.20045 29.84439 0.19796
4.58414 0.20364 30.58840 0.19863
4.62023 0.20766 31.57585 0.19931
4.65690 0.20050 29.20961 0.20000
4.69417 0.20314 29.77711 0.20071
4.73205 0.20711 30.74054 0.20142
4.77057 0.20171 28.88927 0.20215
4.80973 0.20515 29.68683 0.20289
4.84956 0.20779 30.23889 0.20365
4.89007 0.20887 30.32112 0.20441
4.93128 0.20698 29.50512 0.20519
4.97320 0.21179 30.69908 0.20598
5.01585 0.21017 29.95464 0.20679
5.05926 0.20946 29.48194 0.20761
5.10344 0.21327 30.36013 0.20844
5.14842 0.21362 30.19676 0.20929
5.19421 0.21197 29.42716 0.21016
5.24084 0.22012 31.59162 0.21104
5.28833 0.21970 31.17885 0.21194
5.33671 0.21254 28.74161 0.21285
5.38600 0.21738 29.89792 0.21378
5.43622 0.21611 29.21527 0.21473
5.48740 0.21890 29.74671 0.21570
5.53958 0.22472 31.18002 0.21668
5.59277 0.22167 29.94463 0.21769
5.64701 0.22620 30.97858 0.21871
5.70234 0.22124 29.15761 0.21976
