# sec(z), Tsys/Tatm, Tr, fit
1.22680 0.13399 29.83574 0.13420
1.22833 0.12281 26.47186 0.13423
1.22986 0.13923 31.39107 0.13426
1.23140 0.13262 29.39656 0.13429
1.23295 0.12688 27.66747 0.13432
1.23450 0.13027 28.67458 0.13435
1.23607 0.12120 25.94364 0.13438
1.23764 0.12796 27.96304 0.13441
1.23922 0.13731 30.75776 0.13445
1.24081 0.13119 28.91142 0.13448
1.24240 0.12148 25.98912 0.13451
1.24400 0.13874 31.15882 0.13454
1.24561 0.13400 29.72603 0.13457
1.24723 0.13796 30.90534 0.13461
1.24886 0.13942 31.33264 0.13464
1.25049 0.13010 28.52823 0.13467
1.25214 0.12217 26.13766 0.13471
1.25379 0.13273 29.29532 0.13474
1.25545 0.13768 30.77024 0.13477
1.25711 0.12996 28.44660 0.13481
1.25879 0.13418 29.70209 0.13484
1.26047 0.12088 25.70109 0.13487
1.26216 0.12705 27.54241 0.13491
1.26387 0.13012 28.45338 0.13494
1.26557 0.13647 30.34701 0.13498
1.26729 0.12780 27.73692 0.13501
1.26902 0.13298 29.28009 0.13504
1.27075 0.12633 27.27402 0.13508
1.27250 0.11740 24.58475 0.13511
1.27425 0.12692 27.43103 0.13515
1.27601 0.13275 29.16782 0.13519
1.27778 0.13133 28.73337 0.13522
1.27956 0.13968 31.22715 0.13526
1.28134 0.14203 31.92115 0.13529
1.28314 0.13724 30.47334 0.13533
1.28495 0.13844 30.82085 0.13536
1.28676 0.13212 28.91643 0.13540
1.28858 0.13988 31.23333 0.13544
1.29042 0.13232 28.95434 0.13547
1.29226 0.13239 28.96391 0.13551
1.29411 0.12632 27.13034 0.13555
1.29597 0.14179 31.76033 0.13559
1.29784 0.14234 31.91638 0.13562
1.29971 0.13791 30.57457 0.13566
1.30160 0.13375 29.31477 0.13570
1.30350 0.13377 29.31131 0.13574
1.30541 0.14201 31.77168 0.13578
1.30732 0.12336 26.16291 0.13581
1.30925 0.14410 32.37528 0.13585
1.31119 0.14998 34.12768 0.13589
1.31313 0.14280 31.96191 0.13593
1.31509 0.12686 27.16628 0.13597
1.31705 0.13323 29.06569 0.13601
1.31903 0.14247 31.82829 0.13605
1.32101 0.13879 30.71015 0.13609
1.32301 0.13302 28.96920 0.13613
1.32501 0.12937 27.85969 0.13617
1.32703 0.13909 30.76461 0.13621
1.32905 0.14435 32.33202 0.13625
1.33109 0.13246 28.75248 0.13629
1.33314 0.13371 29.11379 0.13633
1.33519 0.13812 30.42534 0.13637
1.33726 0.13631 29.86941 0.13642
1.33934 0.14453 32.32245 0.13646
1.34142 0.13803 30.36130 0.13650
1.34352 0.14356 32.00571 0.13654
1.34563 0.13758 30.20053 0.13658
1.34775 0.14075 31.13986 0.13663
1.34988 0.14198 31.49612 0.13667
1.35203 0.13459 29.26624 0.13671
1.35418 0.14737 33.08600 0.13676
1.35634 0.14457 32.23214 0.13680
1.35852 0.15615 35.69489 0.13684
1.36070 0.14036 30.94262 0.13689
1.36290 0.13524 29.39328 0.13693
1.36511 0.14245 31.54294 0.13697
1.36733 0.13916 30.54324 0.13702
1.36956 0.14410 32.01305 0.13706
1.37180 0.14663 32.75841 0.13711
1.37406 0.14235 31.46009 0.13715
1.37632 0.13592 29.51704 0.13720
1.37860 0.13734 29.93128 0.13725
1.38089 0.13301 28.61619 0.13729
1.38319 0.14553 32.35866 0.13734
1.38550 0.13388 28.84960 0.13738
1.38783 0.13891 30.34591 0.13743
1.39016 0.13889 30.32608 0.13748
1.39251 0.13560 29.32480 0.13753
1.39487 0.13263 28.41853 0.13757
1.39725 0.15554 35.27959 0.13762
1.39963 0.14463 31.99130 0.13767
1.40203 0.14477 32.02017 0.13772
1.40444 0.13312 28.50932 0.13776
1.40687 0.14077 30.78952 0.13781
1.40930 0.13276 28.37123 0.13786
1.41175 0.13847 30.07045 0.13791
1.41421 0.14833 33.01457 0.13796
1.41669 0.14248 31.24242 0.13801
1.41918 0.14765 32.77976 0.13806
1.42168 0.14130 30.85917 0.13811
1.42419 0.13196 28.04237 0.13816
1.42672 0.15644 35.37125 0.13821
1.42926 0.13299 28.32170 0.13826
1.43181 0.13281 28.25151 0.13831
1.43438 0.13302 28.29876 0.13837
1.43696 0.14285 31.23188 0.13842
1.43956 0.13728 29.54744 0.13847
1.44217 0.15702 35.45404 0.13852
1.44479 0.12476 25.75836 0.13858
1.44742 0.14058 30.49034 0.13863
1.45007 0.13971 30.21238 0.13868
1.45274 0.13775 29.60841 0.13873
1.45542 0.16018 36.32164 0.13879
1.45811 0.13916 29.99894 0.13884
1.46082 0.12954 27.09567 0.13890
1.46354 0.13983 30.16630 0.13895
1.46628 0.14123 30.57130 0.13901
1.46903 0.14340 31.20725 0.13906
1.47180 0.13480 28.60991 0.13912
1.47458 0.13395 28.33653 0.13917
1.47738 0.14094 30.41751 0.13923
1.48019 0.15056 33.28667 0.13929
1.48301 0.14243 30.82964 0.13934
1.48586 0.13025 27.16104 0.13940
1.48871 0.13249 27.81427 0.13946
1.49159 0.13313 27.99068 0.13952
1.49448 0.13820 29.49425 0.13957
1.49738 0.13620 28.87440 0.13963
1.50030 0.13636 28.90490 0.13969
1.50324 0.13158 27.45372 0.13975
1.50619 0.14445 31.29803 0.13981
1.50916 0.13973 29.86375 0.13987
1.51215 0.14179 30.46557 0.13993
1.51515 0.12801 26.31353 0.13999
1.51817 0.14879 32.52941 0.14005
1.52120 0.13432 28.17010 0.14011
1.52425 0.15050 33.00326 0.14017
1.52732 0.14192 30.41153 0.14023
1.53041 0.14598 31.61275 0.14029
1.53351 0.13750 29.04966 0.14036
1.53663 0.13404 27.99156 0.14042
1.53977 0.15291 33.63547 0.14048
1.54292 0.13079 26.97856 0.14055
1.54610 0.13807 29.14391 0.14061
1.54929 0.13074 26.92536 0.14067
1.55250 0.14861 32.26899 0.14074
1.55572 0.12903 26.37353 0.14080
1.55897 0.14296 30.53536 0.14087
1.56223 0.14067 29.82623 0.14093
1.56551 0.13978 29.54151 0.14100
1.56881 0.13852 29.14267 0.14107
1.57213 0.13927 29.34823 0.14113
1.57547 0.15122 32.91302 0.14120
1.57883 0.14873 32.14635 0.14127
1.58221 0.14900 32.20539 0.14134
1.58560 0.14950 32.33635 0.14140
1.58902 0.14071 29.67810 0.14147
1.59245 0.14977 32.37691 0.14154
1.59590 0.12855 25.99059 0.14161
1.59938 0.14610 31.23356 0.14168
1.60287 0.14701 31.48437 0.14175
1.60639 0.13879 28.99825 0.14182
1.60992 0.15775 34.66542 0.14189
1.61348 0.14688 31.38458 0.14196
1.61705 0.14416 30.54451 0.14203
1.62065 0.13757 28.54569 0.14211
1.62427 0.14554 30.91562 0.14218
1.62791 0.14568 30.93678 0.14225
1.63157 0.15110 32.54100 0.14233
1.63525 0.14733 31.38897 0.14240
1.63895 0.14932 31.96312 0.14247
1.64268 0.14806 31.56237 0.14255
1.64643 0.14382 30.26717 0.14262
1.65020 0.15042 32.22356 0.14270
1.65399 0.14538 30.68890 0.14278
1.65780 0.13754 28.31591 0.14285
1.66164 0.14269 29.83719 0.14293
1.66550 0.14551 30.65990 0.14301
1.66938 0.14697 31.07579 0.14309
1.67329 0.12966 25.85761 0.14316
1.67722 0.14125 29.31182 0.14324
1.68117 0.14189 29.48074 0.14332
1.68515 0.14877 31.51862 0.14340
1.68915 0.13353 26.92303 0.14348
1.69318 0.15087 32.10194 0.14356
1.69723 0.14599 30.61277 0.14365
1.70130 0.14978 31.72747 0.14373
1.70540 0.14278 29.60190 0.14381
1.70953 0.15141 32.16650 0.14389
1.71368 0.15097 32.00862 0.14398
1.71785 0.15463 33.08185 0.14406
1.72205 0.12801 25.07067 0.14414
1.72628 0.15158 32.11769 0.14423
1.73053 0.14271 29.42832 0.14431
1.73481 0.14443 29.91884 0.14440
1.73911 0.14834 31.06841 0.14449
1.74345 0.13267 26.34050 0.14457
1.74781 0.14474 29.93577 0.14466
1.75219 0.14419 29.74452 0.14475
1.75661 0.13338 26.47575 0.14484
1.76105 0.14181 28.97766 0.14493
1.76552 0.14456 29.77584 0.14502
1.77001 0.13782 27.72488 0.14511
1.77454 0.14169 28.85881 0.14520
1.77910 0.14519 29.88348 0.14529
1.78368 0.14872 30.91249 0.14538
1.78829 0.14350 29.31994 0.14547
1.79293 0.14450 29.59092 0.14557
1.79761 0.14713 30.35201 0.14566
1.80231 0.14682 30.23323 0.14576
1.80704 0.14497 29.64854 0.14585
1.81180 0.14849 30.67735 0.14595
1.81659 0.14170 28.61011 0.14604
1.82142 0.14559 29.74729 0.14614
1.82627 0.14425 29.31622 0.14624
1.83116 0.14448 29.35841 0.14634
1.83608 0.15496 32.47024 0.14643
1.84103 0.13565 26.64961 0.14653
1.84601 0.14492 29.39988 0.14663
1.85103 0.13000 24.89408 0.14673
1.85608 0.14396 29.05302 0.14684
1.86116 0.13982 27.77991 0.14694
1.86627 0.15465 32.19822 0.14704
1.87142 0.14731 29.96513 0.14714
1.87661 0.14542 29.36583 0.14725
1.88183 0.15960 33.58902 0.14735
1.88708 0.14428 28.96294 0.14746
1.89237 0.15350 31.69534 0.14756
1.89769 0.13495 26.09744 0.14767
1.90305 0.16267 34.38393 0.14778
1.90845 0.16135 33.95397 0.14789
1.91388 0.14446 28.85488 0.14800
1.91935 0.15397 31.67562 0.14811
1.92486 0.15511 31.98469 0.14822
1.93040 0.13680 26.45760 0.14833
1.93598 0.15558 32.05884 0.14844
1.94160 0.14523 28.92009 0.14855
1.94726 0.15143 30.74528 0.14867
1.95296 0.16187 33.84284 0.14878
1.95870 0.15548 31.89075 0.14890
1.96448 0.13896 26.90149 0.14901
1.97029 0.14728 29.36326 0.14913
1.97615 0.15433 31.44182 0.14925
1.98205 0.15344 31.13871 0.14937
1.98799 0.15592 31.84799 0.14949
1.99398 0.15273 30.85585 0.14961
2.00000 0.15071 30.21241 0.14973
2.00607 0.14740 29.18381 0.14985
2.01218 0.15008 29.94947 0.14997
2.01833 0.15183 30.43849 0.15009
2.02453 0.15306 30.77105 0.15022
2.03077 0.14209 27.44154 0.15034
2.03706 0.15573 31.49643 0.15047
2.04339 0.15735 31.94539 0.15060
2.04977 0.15182 30.24724 0.15073
2.05619 0.13535 25.26766 0.15085
2.06267 0.16107 32.94525 0.15098
2.06918 0.15696 31.67162 0.15112
2.07575 0.13320 24.50566 0.15125
2.08236 0.14784 28.85917 0.15138
2.08903 0.13700 25.56507 0.15151
2.09574 0.15103 29.73321 0.15165
2.10250 0.15043 29.51484 0.15178
2.10931 0.13700 25.44480 0.15192
2.11617 0.14567 28.00415 0.15206
2.12309 0.15140 29.68027 0.15220
2.13005 0.14872 28.83641 0.15234
2.13707 0.15388 30.34305 0.15248
2.14414 0.15924 31.90858 0.15262
2.15127 0.15660 31.07330 0.15276
2.15845 0.16421 33.31201 0.15291
2.16568 0.15867 31.60748 0.15305
2.17297 0.14638 27.87549 0.15320
2.18031 0.14860 28.49924 0.15335
2.18772 0.14958 28.74871 0.15350
2.19517 0.15385 29.98453 0.15365
2.20269 0.14767 28.08607 0.15380
2.21026 0.15143 29.16629 0.15395
2.21790 0.16203 32.30021 0.15410
2.22559 0.15675 30.67134 0.15426
2.23334 0.14984 28.55307 0.15441
2.24116 0.15590 30.32411 0.15457
2.24903 0.14988 28.47122 0.15473
2.25697 0.16052 31.61420 0.15489
2.26498 0.15161 28.89204 0.15505
2.27304 0.14681 27.40569 0.15521
2.28117 0.15684 30.36412 0.15537
2.28937 0.16265 32.05974 0.15554
2.29763 0.15574 29.93741 0.15570
2.30596 0.16091 31.43703 0.15587
2.31436 0.16038 31.22824 0.15604
2.32282 0.16315 32.00805 0.15621
2.33135 0.14298 25.90601 0.15638
2.33996 0.15518 29.51496 0.15655
2.34863 0.15936 30.71678 0.15673
2.35738 0.14925 27.63216 0.15690
2.36620 0.16842 33.32921 0.15708
2.37509 0.15914 30.48999 0.15726
2.38406 0.15886 30.35284 0.15744
2.39311 0.16226 31.31787 0.15762
2.40222 0.15811 30.02091 0.15780
2.41142 0.16305 31.44730 0.15799
2.42070 0.15629 29.36220 0.15818
2.43005 0.15850 29.96921 0.15836
2.43948 0.15648 29.30787 0.15855
2.44900 0.15639 29.22231 0.15874
2.45859 0.15157 27.72041 0.15894
2.46827 0.14908 26.91526 0.15913
2.47804 0.15533 28.73000 0.15933
2.48789 0.15063 27.26273 0.15953
2.49782 0.15065 27.20786 0.15972
2.50784 0.17158 33.42620 0.15993
2.51795 0.16261 30.67446 0.16013
2.52815 0.15778 29.16534 0.16033
2.53845 0.16193 30.34817 0.16054
2.54883 0.16100 30.00686 0.16075
2.55930 0.16156 30.11207 0.16096
2.56988 0.15944 29.41268 0.16117
2.58054 0.15638 28.43151 0.16139
2.59130 0.17153 32.91164 0.16160
2.60217 0.15768 28.69168 0.16182
2.61313 0.17580 34.06031 0.16204
2.62419 0.17053 32.41264 0.16226
2.63535 0.17270 32.99837 0.16249
2.64662 0.16800 31.52026 0.16271
2.65799 0.16297 29.94353 0.16294
2.66947 0.16047 29.12326 0.16317
2.68105 0.15700 28.01289 0.16340
2.69275 0.16036 28.95073 0.16364
2.70455 0.17095 32.05625 0.16388
2.71647 0.15984 28.65404 0.16412
2.72850 0.16308 29.55238 0.16436
2.74065 0.15499 27.05260 0.16460
2.75292 0.17489 32.94840 0.16485
2.76530 0.15717 27.55999 0.16510
2.77780 0.16932 31.13052 0.16535
2.79043 0.17084 31.50977 0.16560
2.80318 0.17766 33.47885 0.16586
2.81605 0.16816 30.55084 0.16612
2.82906 0.15241 25.74742 0.16638
2.84219 0.16786 30.30393 0.16664
2.85545 0.16110 28.19728 0.16691
2.86885 0.17086 31.04610 0.16718
2.88238 0.15826 27.18335 0.16745
2.89605 0.16337 28.63497 0.16772
2.90986 0.15906 27.25801 0.16800
2.92380 0.17237 31.16755 0.16828
2.93790 0.17167 30.87271 0.16856
2.95213 0.16516 28.83565 0.16885
2.96652 0.16438 28.51428 0.16914
2.98106 0.16317 28.06464 0.16943
2.99574 0.17017 30.07516 0.16973
3.01059 0.16811 29.36906 0.17002
3.02559 0.16730 29.03695 0.17032
3.04075 0.16405 27.97152 0.17063
3.05607 0.16721 28.82611 0.17094
3.07155 0.16696 28.65993 0.17125
3.08721 0.17541 31.10021 0.17156
3.10303 0.16788 28.74631 0.17188
3.11903 0.16646 28.22400 0.17220
3.13520 0.16953 29.04906 0.17253
3.15155 0.17798 31.48499 0.17285
3.16808 0.17568 30.69647 0.17319
3.18479 0.17223 29.55981 0.17352
3.20169 0.16290 26.66009 0.17386
3.21878 0.17067 28.88845 0.17421
3.23607 0.16743 27.81245 0.17455
3.25355 0.17198 29.07267 0.17490
3.27123 0.17863 30.96293 0.17526
3.28912 0.18247 32.00740 0.17562
3.30721 0.16954 28.01885 0.17598
3.32551 0.17167 28.54781 0.17635
3.34403 0.16349 25.98303 0.17672
3.36276 0.17693 29.90345 0.17710
3.38171 0.19016 33.75793 0.17748
3.40089 0.17553 29.25304 0.17786
3.42030 0.18897 33.17048 0.17825
3.43995 0.18250 31.11108 0.17865
3.45983 0.18276 31.06953 0.17905
3.47995 0.17660 29.09956 0.17945
3.50032 0.18379 31.13486 0.17986
3.52094 0.18167 30.37431 0.18027
3.54181 0.17931 29.54361 0.18069
3.56294 0.17120 26.98229 0.18112
3.58434 0.17187 27.05491 0.18155
3.60601 0.18942 32.18891 0.18198
3.62796 0.18897 31.92198 0.18242
3.65018 0.16975 26.02381 0.18287
3.67269 0.19257 32.73353 0.18332
3.69549 0.17847 28.36794 0.18378
3.71858 0.19335 32.69361 0.18424
3.74198 0.18093 28.82629 0.18471
3.76568 0.19307 32.32602 0.18519
3.78970 0.17959 28.13885 0.18567
3.81404 0.17553 26.77399 0.18616
3.83871 0.19470 32.37900 0.18666
3.86370 0.20259 34.59361 0.18716
3.88904 0.17497 26.15779 0.18767
3.91473 0.18499 29.00851 0.18818
3.94076 0.18277 28.18596 0.18871
3.96716 0.18023 27.26737 0.18924
3.99393 0.19031 30.12962 0.18977
4.02107 0.18486 28.33042 0.19032
4.04860 0.18548 28.35339 0.19087
4.07652 0.20484 33.99227 0.19143
4.10484 0.19864 31.96184 0.19200
4.13357 0.20261 32.98046 0.19258
4.16271 0.19621 30.88595 0.19316
4.19228 0.17807 25.26752 0.19376
4.22229 0.19879 31.30350 0.19436
4.25275 0.20632 33.38048 0.19497
4.28366 0.20704 33.41123 0.19559
4.31503 0.19422 29.37626 0.19622
4.34689 0.20473 32.33768 0.19686
4.37923 0.18655 26.68850 0.19751
4.41206 0.20181 31.07092 0.19817
4.44541 0.20406 31.54604 0.19884
4.47928 0.20945 32.95890 0.19952
4.51368 0.20183 30.46636 0.20021
4.54863 0.21468 34.11153 0.20091
4.58414 0.19540 28.11578 0.20163
4.62023 0.20370 30.38729 0.20235
4.65690 0.22029 35.14507 0.20309
4.69417 0.20784 31.18617 0.20384
4.73205 0.21117 31.95924 0.20460
4.77057 0.21299 32.27325 0.20537
4.80973 0.21055 31.30697 0.20616
4.84956 0.21284 31.75433 0.20696
4.89007 0.21353 31.71812 0.20777
4.93128 0.21363 31.49991 0.20860
4.97320 0.21111 30.49439 0.20944
5.01585 0.21496 31.39240 0.21030
5.05926 0.20493 28.12303 0.21117
5.10344 0.21722 31.54431 0.21206
5.14842 0.22328 33.09377 0.21296
5.19421 0.20634 27.73780 0.21388
5.24084 0.20823 28.02274 0.21482
5.28833 0.20699 27.36634 0.21577
5.33671 0.22888 33.64237 0.21674
5.38600 0.21413 28.92306 0.21773
5.43622 0.22271 31.19540 0.21874
5.48740 0.22819 32.53224 0.21977
5.53958 0.22252 30.51764 0.22082
5.59277 0.21977 29.37540 0.22189
5.64701 0.21128 26.50169 0.22298
5.70234 0.22003 28.79623 0.22409
