# sec(z), Tsys/Tatm, Tr, fit
1.12534 0.15966 38.14642 0.13349
1.12636 0.14462 33.62740 0.13351
1.12738 0.16334 39.23831 0.13353
1.12841 0.10941 23.05308 0.13355
1.12944 0.11814 25.66641 0.13357
1.13048 0.14699 34.31383 0.13359
1.13152 0.14299 33.10906 0.13361
1.13257 0.13553 30.86279 0.13363
1.13362 0.13137 29.61026 0.13366
1.13468 0.11220 23.85287 0.13368
1.13575 0.18437 45.49675 0.13370
1.13682 0.11846 25.71720 0.13372
1.13789 0.18324 45.14429 0.13374
1.13897 0.11303 24.07552 0.13376
1.14006 0.09446 18.49818 0.13378
1.14115 0.10053 20.31110 0.13381
1.14225 0.15965 38.04136 0.13383
1.14335 0.15847 37.68213 0.13385
1.14446 0.13701 31.23540 0.13387
1.14558 0.11375 24.25126 0.13389
1.14670 0.11731 25.31204 0.13392
1.14782 0.14831 34.60632 0.13394
1.14896 0.11637 25.01852 0.13396
1.15009 0.13542 30.72594 0.13398
1.15124 0.14759 34.36985 0.13401
1.15239 0.09806 19.50284 0.13403
1.15354 0.12811 28.51311 0.13405
1.15470 0.13511 30.60459 0.13408
1.15587 0.13160 29.54594 0.13410
1.15704 0.15976 37.98702 0.13412
1.15822 0.11081 23.29513 0.13415
1.15940 0.11306 23.96247 0.13417
1.16059 0.15064 35.22802 0.13419
1.16179 0.15493 36.50699 0.13422
1.16299 0.13399 30.21864 0.13424
1.16420 0.13983 31.96466 0.13426
1.16541 0.13115 29.35198 0.13429
1.16663 0.12560 27.67912 0.13431
1.16786 0.14521 33.55639 0.13434
1.16909 0.11697 25.07559 0.13436
1.17033 0.08857 16.55034 0.13439
1.17158 0.10436 21.27795 0.13441
1.17283 0.12045 26.09722 0.13444
1.17409 0.12438 27.26843 0.13446
1.17535 0.15993 37.92691 0.13449
1.17662 0.10545 21.57595 0.13451
1.17790 0.12332 26.92882 0.13454
1.17918 0.11829 25.41163 0.13456
1.18047 0.14346 32.95499 0.13459
1.18176 0.11517 24.46030 0.13461
1.18307 0.14237 32.61136 0.13464
1.18437 0.16587 39.65602 0.13467
1.18569 0.08151 14.33917 0.13469
1.18701 0.14449 33.22561 0.13472
1.18834 0.13729 31.05726 0.13475
1.18967 0.11399 24.05796 0.13477
1.19102 0.16461 39.23765 0.13480
1.19236 0.12003 25.85382 0.13483
1.19372 0.14971 34.75020 0.13485
1.19508 0.13304 29.74113 0.13488
1.19645 0.11542 24.44856 0.13491
1.19782 0.13298 29.70837 0.13493
1.19920 0.16207 38.42572 0.13496
1.20059 0.13446 30.13440 0.13499
1.20199 0.13364 29.88065 0.13502
1.20339 0.14324 32.75194 0.13505
1.20480 0.15767 37.07135 0.13507
1.20622 0.13445 30.09864 0.13510
1.20764 0.14524 33.32470 0.13513
1.20907 0.13844 31.27764 0.13516
1.21051 0.12563 27.42744 0.13519
1.21195 0.10920 22.48766 0.13522
1.21341 0.11381 23.86175 0.13525
1.21487 0.08943 16.53904 0.13527
1.21633 0.10320 20.66223 0.13530
1.21781 0.15155 35.15676 0.13533
1.21929 0.13977 31.61425 0.13536
1.22077 0.08692 15.75100 0.13539
1.22227 0.18232 44.36169 0.13542
1.22377 0.15501 36.16041 0.13545
1.22528 0.12855 28.21436 0.13548
1.22680 0.07399 11.83722 0.13551
1.22833 0.14808 34.05512 0.13554
1.22986 0.10102 19.92548 0.13557
1.23140 0.11985 25.56592 0.13560
1.23295 0.11699 24.70045 0.13563
1.23450 0.13318 29.54742 0.13567
1.23607 0.09711 18.71510 0.13570
1.23764 0.12587 27.33477 0.13573
1.23922 0.09550 18.21513 0.13576
1.24081 0.12398 26.74782 0.13579
1.24240 0.06875 10.17011 0.13582
1.24400 0.14633 33.43565 0.13585
1.24561 0.12674 27.54978 0.13589
1.24723 0.13999 31.51300 0.13592
1.24886 0.11987 25.46692 0.13595
1.25049 0.12998 28.48999 0.13598
1.25214 0.14301 32.38890 0.13602
1.25379 0.12454 26.83879 0.13605
1.25545 0.14220 32.12818 0.13608
1.25711 0.16458 38.83061 0.13612
1.25879 0.12929 28.23449 0.13615
1.26047 0.17143 40.86708 0.13618
1.26216 0.16487 38.88789 0.13622
1.26387 0.11275 23.24194 0.13625
1.26557 0.17435 41.71282 0.13628
1.26729 0.16248 38.14009 0.13632
1.26902 0.09440 17.70725 0.13635
1.27075 0.14894 34.05628 0.13639
1.27250 0.12810 27.79614 0.13642
1.27425 0.15430 35.64404 0.13646
1.27601 0.14121 31.70774 0.13649
1.27778 0.11033 22.43321 0.13653
1.27956 0.16162 37.80956 0.13656
1.28134 0.11982 25.25674 0.13660
1.28314 0.08245 14.03762 0.13663
1.28495 0.12939 28.10746 0.13667
1.28676 0.12505 26.79585 0.13671
1.28858 0.11750 24.51817 0.13674
1.29042 0.09961 19.13912 0.13678
1.29226 0.13557 29.91741 0.13682
1.29411 0.16733 39.43368 0.13685
1.29597 0.14016 31.27360 0.13689
1.29784 0.13909 30.94120 0.13693
1.29971 0.12708 27.32554 0.13696
1.30160 0.13277 29.02117 0.13700
1.30350 0.10280 20.01814 0.13704
1.30541 0.17049 40.31573 0.13708
1.30732 0.10419 20.41223 0.13712
1.30925 0.14254 31.90786 0.13715
1.31119 0.14155 31.59793 0.13719
1.31313 0.11705 24.23516 0.13723
1.31509 0.12905 27.82557 0.13727
1.31705 0.14301 32.00040 0.13731
1.31903 0.12119 25.44370 0.13735
1.32101 0.15827 36.55527 0.13739
1.32301 0.09632 17.95896 0.13743
1.32501 0.11490 23.51895 0.13747
1.32703 0.14707 33.15973 0.13751
1.32905 0.13647 29.96814 0.13755
1.33109 0.06864 9.60432 0.13759
1.33314 0.11482 23.44577 0.13763
1.33519 0.15446 35.32800 0.13767
1.33726 0.13746 30.21340 0.13771
1.33934 0.12487 26.42546 0.13775
1.34142 0.15048 34.09552 0.13780
1.34352 0.11986 24.89737 0.13784
1.34563 0.17722 42.09327 0.13788
1.34775 0.14371 32.02521 0.13792
1.34988 0.16780 39.23953 0.13796
1.35203 0.13539 29.50465 0.13801
1.35418 0.18122 43.24172 0.13805
1.35634 0.14590 32.63140 0.13809
1.35852 0.10171 19.36285 0.13814
1.36070 0.11992 24.81226 0.13818
1.36290 0.12862 27.40997 0.13822
1.36511 0.13360 28.89029 0.13827
1.36733 0.10264 19.58899 0.13831
1.36956 0.12292 25.65809 0.13836
1.37180 0.12213 25.40785 0.13840
1.37406 0.13643 29.68611 0.13844
1.37632 0.08439 14.05986 0.13849
1.37860 0.12594 26.51172 0.13854
1.38089 0.15741 35.93728 0.13858
1.38319 0.10291 19.57306 0.13863
1.38550 0.11608 23.50992 0.13867
1.38783 0.14000 30.67294 0.13872
1.39016 0.16181 37.20297 0.13877
1.39251 0.12240 25.36369 0.13881
1.39487 0.13280 28.47014 0.13886
1.39725 0.14013 30.65492 0.13891
1.39963 0.12823 27.07008 0.13895
1.40203 0.15839 36.10458 0.13900
1.40444 0.14046 30.71029 0.13905
1.40687 0.13728 29.74222 0.13910
1.40930 0.11004 21.55609 0.13915
1.41175 0.11993 24.50897 0.13920
1.41421 0.13861 30.09687 0.13924
1.41669 0.11459 22.87781 0.13929
1.41918 0.10260 19.26484 0.13934
1.42168 0.13096 27.75723 0.13939
1.42419 0.11876 24.08282 0.13944
1.42672 0.12440 25.76029 0.13949
1.42926 0.14974 33.34674 0.13954
1.43181 0.17768 41.71272 0.13960
1.43438 0.14831 32.88577 0.13965
1.43696 0.14813 32.81807 0.13970
1.43956 0.13268 28.16699 0.13975
1.44217 0.13779 29.68272 0.13980
1.44479 0.16725 38.50581 0.13985
1.44742 0.15094 33.59821 0.13991
1.45007 0.13737 29.51117 0.13996
1.45274 0.13205 27.89842 0.14001
1.45542 0.13048 27.41254 0.14007
1.45811 0.14021 30.31484 0.14012
1.46082 0.11967 24.13481 0.14017
1.46354 0.14474 31.63927 0.14023
1.46628 0.11939 24.01823 0.14028
1.46903 0.13843 29.71525 0.14034
1.47180 0.12135 24.57280 0.14039
1.47458 0.13437 28.46282 0.14045
1.47738 0.12523 25.70379 0.14050
1.48019 0.14596 31.90621 0.14056
1.48301 0.17131 39.49508 0.14062
1.48586 0.14895 32.77028 0.14067
1.48871 0.14459 31.44472 0.14073
1.49159 0.17560 40.72933 0.14079
1.49448 0.16577 37.76342 0.14084
1.49738 0.14575 31.74096 0.14090
1.50030 0.13094 27.27872 0.14096
1.50324 0.14518 31.53315 0.14102
1.50619 0.15688 35.02811 0.14108
1.50916 0.13194 27.52751 0.14114
1.51215 0.08505 13.44195 0.14120
1.51515 0.12700 26.00887 0.14126
1.51817 0.13007 26.91180 0.14132
1.52120 0.14008 29.89736 0.14138
1.52425 0.13950 29.70482 0.14144
1.52732 0.12200 24.43673 0.14150
1.53041 0.16383 36.96711 0.14156
1.53351 0.17912 41.53424 0.14162
1.53663 0.07503 10.28837 0.14168
1.53977 0.16220 36.42092 0.14175
1.54292 0.14680 31.78181 0.14181
1.54610 0.16528 37.30640 0.14187
1.54929 0.15199 33.30126 0.14194
1.55250 0.09929 17.47318 0.14200
1.55572 0.14033 29.76328 0.14206
1.55897 0.13227 27.32694 0.14213
1.56223 0.16375 36.75182 0.14219
1.56551 0.14942 32.43200 0.14226
1.56881 0.14123 29.95483 0.14232
1.57213 0.14279 30.40285 0.14239
1.57547 0.12190 24.11716 0.14246
1.57883 0.13859 29.10348 0.14252
1.58221 0.12059 23.68263 0.14259
1.58560 0.12716 25.63563 0.14266
1.58902 0.13787 28.82663 0.14273
1.59245 0.14795 31.83003 0.14280
1.59590 0.09461 15.80806 0.14286
1.59938 0.13992 29.38047 0.14293
1.60287 0.10904 20.09516 0.14300
1.60639 0.13007 26.38411 0.14307
1.60992 0.18380 42.48026 0.14314
1.61348 0.11265 21.11315 0.14321
1.61705 0.13410 27.52694 0.14329
1.62065 0.11943 23.10555 0.14336
1.62427 0.16096 35.54343 0.14343
1.62791 0.12222 23.89707 0.14350
1.63157 0.12700 25.31055 0.14357
1.63525 0.14683 31.23832 0.14365
1.63895 0.13250 26.91678 0.14372
1.64268 0.16719 37.30115 0.14380
1.64643 0.15340 33.14019 0.14387
1.65020 0.13422 27.36408 0.14395
1.65399 0.18994 44.05735 0.14402
1.65780 0.14380 30.19455 0.14410
1.66164 0.16335 36.03395 0.14417
1.66550 0.14012 29.04179 0.14425
1.66938 0.14123 29.35397 0.14433
1.67329 0.12479 24.39631 0.14441
1.67722 0.16582 36.68237 0.14448
1.68117 0.14374 30.03532 0.14456
1.68515 0.12455 24.25293 0.14464
1.68915 0.15629 33.75348 0.14472
1.69318 0.15762 34.12756 0.14480
1.69723 0.13590 27.58588 0.14488
1.70130 0.14098 29.08617 0.14496
1.70540 0.13903 28.47717 0.14504
1.70953 0.20081 46.98518 0.14513
1.71368 0.15639 33.63526 0.14521
1.71785 0.19039 43.80924 0.14529
1.72205 0.15270 32.47877 0.14538
1.72628 0.16207 35.26243 0.14546
1.73053 0.12704 24.72813 0.14555
1.73481 0.13031 25.68332 0.14563
1.73911 0.15597 33.35607 0.14572
1.74345 0.12108 22.86216 0.14580
1.74781 0.13688 27.57707 0.14589
1.75219 0.18152 40.94298 0.14598
1.75661 0.16868 37.06374 0.14606
1.76105 0.15091 31.70817 0.14615
1.76552 0.14721 30.56989 0.14624
1.77001 0.16677 36.41210 0.14633
1.77454 0.11903 22.06070 0.14642
1.77910 0.12419 23.58186 0.14651
1.78368 0.15242 32.02452 0.14660
1.78829 0.13624 27.14307 0.14670
1.79293 0.14898 30.93610 0.14679
1.79761 0.15369 32.32283 0.14688
1.80231 0.13366 26.28507 0.14698
1.80704 0.18591 41.93080 0.14707
1.81180 0.16200 34.72823 0.14716
1.81659 0.10490 17.57043 0.14726
1.82142 0.13874 27.69397 0.14736
1.82627 0.17367 38.14224 0.14745
1.83116 0.12633 23.91166 0.14755
1.83608 0.14581 29.72575 0.14765
1.84103 0.15448 32.29785 0.14775
1.84601 0.15174 31.44485 0.14785
1.85103 0.14433 29.19172 0.14795
1.85608 0.15390 32.03273 0.14805
1.86116 0.16797 36.22431 0.14815
1.86627 0.10908 18.52554 0.14825
1.87142 0.15134 31.17215 0.14835
1.87661 0.15487 32.20053 0.14846
1.88183 0.15451 32.06111 0.14856
1.88708 0.14409 28.90319 0.14866
1.89237 0.16187 34.20646 0.14877
1.89769 0.14704 29.72602 0.14888
1.90305 0.15338 31.59490 0.14898
1.90845 0.18717 41.70049 0.14909
1.91388 0.17070 36.72623 0.14920
1.91935 0.13675 26.50974 0.14931
1.92486 0.18937 42.26283 0.14942
1.93040 0.15208 31.04155 0.14953
1.93598 0.13976 27.31251 0.14964
1.94160 0.16723 35.51927 0.14975
1.94726 0.13750 26.56643 0.14986
1.95296 0.15602 32.08786 0.14998
1.95870 0.15986 33.20641 0.15009
1.96448 0.13591 25.98626 0.15021
1.97029 0.14563 28.86737 0.15032
1.97615 0.10490 16.61429 0.15044
1.98205 0.17078 36.34201 0.15056
1.98799 0.16176 33.59868 0.15067
1.99398 0.15250 30.78490 0.15079
2.00000 0.16071 33.21206 0.15091
2.00607 0.14294 27.84648 0.15103
2.01218 0.14690 28.99652 0.15116
2.01833 0.13647 25.83187 0.15128
2.02453 0.12320 21.81296 0.15140
2.03077 0.12362 21.90081 0.15153
2.03706 0.13394 24.96005 0.15165
2.04339 0.18674 40.76122 0.15178
2.04977 0.10299 15.59711 0.15190
2.05619 0.15703 31.77230 0.15203
2.06267 0.17794 38.00597 0.15216
2.06918 0.16832 35.08080 0.15229
2.07575 0.12237 21.25517 0.15242
2.08236 0.17650 37.45539 0.15255
2.08903 0.18087 38.72762 0.15269
2.09574 0.15450 30.77407 0.15282
2.10250 0.13116 23.73159 0.15295
2.10931 0.15753 31.60196 0.15309
2.11617 0.14708 28.42742 0.15323
2.12309 0.18418 39.51444 0.15336
2.13005 0.12629 22.10757 0.15350
2.13707 0.14474 27.59860 0.15364
2.14414 0.19051 41.28827 0.15378
2.15127 0.20763 46.38007 0.15393
2.15845 0.14688 28.11262 0.15407
2.16568 0.18962 40.89258 0.15421
2.17297 0.18318 38.91482 0.15436
2.18031 0.11928 19.70085 0.15450
2.18772 0.14183 26.42404 0.15465
2.19517 0.16543 33.45725 0.15480
2.20269 0.13591 24.55737 0.15495
2.21026 0.11298 17.63132 0.15510
2.21790 0.18844 40.22384 0.15525
2.22559 0.18028 37.73084 0.15541
2.23334 0.17247 35.34141 0.15556
2.24116 0.13998 25.54735 0.15572
2.24903 0.18295 38.39019 0.15587
2.25697 0.16393 32.63667 0.15603
2.26498 0.13269 23.21758 0.15619
2.27304 0.16677 33.39406 0.15635
2.28117 0.14360 26.39368 0.15651
2.28937 0.14709 27.39097 0.15668
2.29763 0.17779 36.55075 0.15684
2.30596 0.12665 21.15844 0.15701
2.31436 0.17173 34.63267 0.15717
2.32282 0.16761 33.34462 0.15734
2.33135 0.12727 21.19387 0.15751
2.33996 0.14483 26.40991 0.15768
2.34863 0.17660 35.88756 0.15786
2.35738 0.20229 43.54280 0.15803
2.36620 0.20310 43.73359 0.15821
2.37509 0.14945 27.58331 0.15838
2.38406 0.13958 24.56873 0.15856
2.39311 0.16967 33.54147 0.15874
2.40222 0.16779 32.92458 0.15892
2.41142 0.15543 29.16141 0.15911
2.42070 0.11860 18.05623 0.15929
2.43005 0.13430 22.70942 0.15948
2.43948 0.14160 24.84395 0.15967
2.44900 0.15612 29.14203 0.15986
2.45859 0.17897 35.94040 0.16005
2.46827 0.14836 26.69817 0.16024
2.47804 0.14157 24.60347 0.16043
2.48789 0.14714 26.21542 0.16063
2.49782 0.20277 42.84507 0.16083
2.50784 0.19309 39.87895 0.16103
2.51795 0.13294 21.77537 0.16123
2.52815 0.17903 35.54049 0.16143
2.53845 0.18496 37.25865 0.16164
2.54883 0.15503 28.21472 0.16184
2.55930 0.15464 28.03742 0.16205
2.56988 0.15550 28.22950 0.16226
2.58054 0.16100 29.81784 0.16248
2.59130 0.14971 26.36585 0.16269
2.60217 0.14644 25.31816 0.16291
2.61313 0.14091 23.59574 0.16313
2.62419 0.17809 34.68111 0.16335
2.63535 0.13224 20.85938 0.16357
2.64662 0.14884 25.77232 0.16379
2.65799 0.17485 33.50717 0.16402
2.66947 0.15174 26.50447 0.16425
2.68105 0.17501 33.41599 0.16448
2.69275 0.15826 28.32169 0.16471
2.70455 0.12378 17.90601 0.16495
2.71647 0.15796 28.09049 0.16518
2.72850 0.10652 12.58556 0.16542
2.74065 0.14458 23.92966 0.16567
2.75292 0.21189 44.04844 0.16591
2.76530 0.15752 27.66557 0.16616
2.77780 0.13371 20.44558 0.16641
2.79043 0.18202 34.86453 0.16666
2.80318 0.14971 25.09423 0.16691
2.81605 0.13647 21.04611 0.16717
2.82906 0.13794 21.40847 0.16743
2.84219 0.18943 36.77641 0.16769
2.85545 0.12910 18.59803 0.16795
2.86885 0.15598 26.58163 0.16822
2.88238 0.15488 26.16904 0.16849
2.89605 0.12961 18.50728 0.16876
2.90986 0.13300 19.44021 0.16904
2.92380 0.14341 22.47886 0.16931
2.93790 0.17337 31.38381 0.16959
2.95213 0.15822 26.75205 0.16988
2.96652 0.17671 32.21490 0.17016
2.98106 0.16697 29.20471 0.17045
2.99574 0.18867 35.62797 0.17075
3.01059 0.20007 38.95861 0.17104
3.02559 0.16969 29.75485 0.17134
3.04075 0.15160 24.23489 0.17164
3.05607 0.15074 23.88653 0.17195
3.07155 0.17186 30.12719 0.17226
3.08721 0.17925 32.25227 0.17257
3.10303 0.12753 16.64096 0.17288
3.11903 0.21103 41.59601 0.17320
3.13520 0.17299 30.08694 0.17352
3.15155 0.16589 27.85816 0.17385
3.16808 0.14707 22.11224 0.17418
3.18479 0.17052 29.04743 0.17451
3.20169 0.20707 39.91041 0.17485
3.21878 0.14113 20.02644 0.17519
3.23607 0.17567 30.28481 0.17553
3.25355 0.12493 14.95689 0.17588
3.27123 0.20338 38.38533 0.17623
3.28912 0.19426 35.54464 0.17659
3.30721 0.18617 33.00888 0.17695
3.32551 0.19403 35.25504 0.17731
3.34403 0.21912 42.67175 0.17768
3.36276 0.19335 34.82829 0.17806
3.38171 0.18583 32.45789 0.17843
3.40089 0.18303 31.50336 0.17882
3.42030 0.20502 37.98403 0.17920
3.43995 0.20450 37.70895 0.17959
3.45983 0.17876 29.86931 0.17999
3.47995 0.20767 38.42164 0.18039
3.50032 0.17414 28.23919 0.18080
3.52094 0.18328 30.85723 0.18121
3.54181 0.18384 30.90087 0.18162
3.56294 0.16544 25.25326 0.18204
3.58434 0.18736 31.70280 0.18247
3.60601 0.19592 34.13872 0.18290
3.62796 0.18098 29.52522 0.18334
3.65018 0.14082 17.34568 0.18378
3.67269 0.15012 20.00057 0.18423
3.69549 0.13808 16.25016 0.18468
3.71858 0.18802 31.09377 0.18514
3.74198 0.17154 26.01080 0.18561
3.76568 0.14879 19.04369 0.18608
3.78970 0.21578 38.99720 0.18656
3.81404 0.19698 33.21107 0.18705
3.83871 0.19368 32.07245 0.18754
3.86370 0.19470 32.22791 0.18803
3.88904 0.13968 15.56977 0.18854
3.91473 0.19134 30.91399 0.18905
3.94076 0.16584 23.10682 0.18957
3.96716 0.17533 25.79541 0.19010
3.99393 0.21677 38.06786 0.19063
4.02107 0.18326 27.85146 0.19117
4.04860 0.19372 30.82484 0.19172
4.07652 0.16998 23.53348 0.19227
4.10484 0.16053 20.52991 0.19284
4.13357 0.23699 43.29416 0.19341
4.16271 0.16907 22.74492 0.19399
4.19228 0.26197 50.43643 0.19458
4.22229 0.15633 18.56428 0.19518
4.25275 0.19117 28.83340 0.19578
4.28366 0.22713 39.43581 0.19640
4.31503 0.24430 44.39944 0.19702
4.34689 0.20085 31.17430 0.19766
4.37923 0.19609 29.55269 0.19830
4.41206 0.22296 37.41424 0.19896
4.44541 0.18723 26.49725 0.19962
4.47928 0.20426 31.40209 0.20030
4.51368 0.20589 31.68637 0.20098
4.54863 0.19115 27.05452 0.20168
4.58414 0.20278 30.33060 0.20239
4.62023 0.23042 38.40568 0.20310
4.65690 0.21626 33.93780 0.20383
4.69417 0.25197 44.42571 0.20458
4.73205 0.24749 42.85559 0.20533
4.77057 0.15115 13.72112 0.20610
4.80973 0.20759 30.41834 0.20688
4.84956 0.22357 34.97413 0.20767
4.89007 0.22223 34.32818 0.20848
4.93128 0.22515 34.95701 0.20930
4.97320 0.21686 32.21773 0.21013
5.01585 0.20858 29.47924 0.21098
5.05926 0.22531 34.23672 0.21185
5.10344 0.19071 23.59249 0.21273
5.14842 0.17831 19.60330 0.21362
5.19421 0.24669 39.84206 0.21454
5.24084 0.25550 42.20389 0.21547
5.28833 0.24157 37.74045 0.21641
5.33671 0.21306 28.89669 0.21738
5.38600 0.21827 30.16550 0.21836
5.43622 0.24827 38.86474 0.21936
5.48740 0.23952 35.93295 0.22038
5.53958 0.22122 30.12752 0.22142
5.59277 0.19668 22.44616 0.22248
5.64701 0.22992 32.09402 0.22356
5.70234 0.25324 38.75756 0.22466
