# sec(z), Tsys/Tatm, Tr, fit
1.10248 0.12095 26.67062 0.13262
1.10338 0.13528 30.96431 0.13264
1.10428 0.14920 35.13337 0.13266
1.10518 0.17789 43.73497 0.13267
1.10609 0.12146 26.80143 0.13269
1.10701 0.13373 30.47627 0.13271
1.10793 0.14433 33.64999 0.13273
1.10885 0.13026 29.42631 0.13275
1.10978 0.16403 39.54931 0.13276
1.11072 0.13753 31.59395 0.13278
1.11166 0.13138 29.74385 0.13280
1.11260 0.14759 34.60244 0.13282
1.11355 0.14354 33.37926 0.13284
1.11451 0.12311 27.24721 0.13286
1.11547 0.13183 29.85670 0.13287
1.11643 0.13700 31.40019 0.13289
1.11740 0.16220 38.95687 0.13291
1.11838 0.14624 34.16193 0.13293
1.11936 0.13058 29.45725 0.13295
1.12034 0.11764 25.56917 0.13297
1.12133 0.09470 18.68149 0.13299
1.12233 0.16123 38.63441 0.13301
1.12333 0.15685 37.31562 0.13303
1.12433 0.12296 27.14069 0.13305
1.12534 0.13580 30.98703 0.13307
1.12636 0.11463 24.63063 0.13309
1.12738 0.10026 20.31382 0.13311
1.12841 0.15128 35.61342 0.13313
1.12944 0.13685 31.27794 0.13315
1.13048 0.12567 27.91822 0.13317
1.13152 0.14204 32.82424 0.13319
1.13257 0.13028 29.28798 0.13321
1.13362 0.14262 32.98328 0.13323
1.13468 0.09481 18.63464 0.13325
1.13575 0.11695 25.27046 0.13327
1.13682 0.14043 32.30903 0.13329
1.13789 0.14256 32.94032 0.13331
1.13897 0.15135 35.57224 0.13334
1.14006 0.12864 28.75220 0.13336
1.14115 0.13883 31.80354 0.13338
1.14225 0.10245 20.88138 0.13340
1.14335 0.14988 35.10407 0.13342
1.14446 0.13738 31.34624 0.13344
1.14558 0.16028 38.20975 0.13346
1.14670 0.13311 30.05203 0.13349
1.14782 0.11480 24.55331 0.13351
1.14896 0.13891 31.78022 0.13353
1.15009 0.16270 38.90961 0.13355
1.15124 0.11201 23.69698 0.13358
1.15239 0.14081 32.32809 0.13360
1.15354 0.10151 20.53070 0.13362
1.15470 0.16339 39.08844 0.13364
1.15587 0.12879 28.70056 0.13367
1.15704 0.12996 29.04548 0.13369
1.15822 0.12698 28.14539 0.13371
1.15940 0.10729 22.23169 0.13374
1.16059 0.13172 29.55129 0.13376
1.16179 0.13312 29.96517 0.13378
1.16299 0.13242 29.74737 0.13381
1.16420 0.12676 28.04245 0.13383
1.16541 0.11452 24.36258 0.13385
1.16663 0.12469 27.40690 0.13388
1.16786 0.14917 34.74445 0.13390
1.16909 0.13560 30.66429 0.13393
1.17033 0.15170 35.48666 0.13395
1.17158 0.12149 26.41659 0.13397
1.17283 0.13441 30.28592 0.13400
1.17409 0.11629 24.84163 0.13402
1.17535 0.13280 29.78814 0.13405
1.17662 0.16417 39.19241 0.13407
1.17790 0.13405 30.14684 0.13410
1.17918 0.13177 29.45557 0.13412
1.18047 0.12470 27.32631 0.13415
1.18176 0.14313 32.84882 0.13417
1.18307 0.12745 28.13560 0.13420
1.18437 0.16335 38.89916 0.13423
1.18569 0.10856 22.45427 0.13425
1.18701 0.16985 40.83253 0.13428
1.18834 0.15412 36.10729 0.13430
1.18967 0.15151 35.31400 0.13433
1.19102 0.09668 18.85898 0.13436
1.19236 0.12193 26.42397 0.13438
1.19372 0.14854 34.40080 0.13441
1.19508 0.13664 30.82188 0.13444
1.19645 0.16432 39.11856 0.13446
1.19782 0.13165 29.30901 0.13449
1.19920 0.13478 30.23863 0.13452
1.20059 0.14277 32.62785 0.13454
1.20199 0.14367 32.88915 0.13457
1.20339 0.12174 26.30053 0.13460
1.20480 0.15222 35.43717 0.13463
1.20622 0.14518 33.31558 0.13465
1.20764 0.14009 31.78213 0.13468
1.20907 0.13472 30.16008 0.13471
1.21051 0.14426 33.01535 0.13474
1.21195 0.15395 35.91402 0.13477
1.21341 0.13031 28.81295 0.13479
1.21487 0.11781 25.05412 0.13482
1.21633 0.13359 29.78012 0.13485
1.21781 0.10656 21.65990 0.13488
1.21929 0.15768 36.98826 0.13491
1.22077 0.13480 30.11635 0.13494
1.22227 0.12103 25.97549 0.13497
1.22377 0.15311 35.59157 0.13500
1.22528 0.13085 28.90236 0.13503
1.22680 0.14795 34.02483 0.13506
1.22833 0.12830 28.12085 0.13509
1.22986 0.12955 28.48437 0.13512
1.23140 0.13074 28.83481 0.13515
1.23295 0.10707 21.72459 0.13518
1.23450 0.12371 26.70664 0.13521
1.23607 0.13374 29.70613 0.13524
1.23764 0.13420 29.83434 0.13527
1.23922 0.11377 23.69556 0.13530
1.24081 0.12810 27.98383 0.13533
1.24240 0.12637 27.45705 0.13536
1.24400 0.11828 25.01895 0.13539
1.24561 0.11789 24.89400 0.13543
1.24723 0.16342 38.54360 0.13546
1.24886 0.13945 31.34133 0.13549
1.25049 0.14426 32.77363 0.13552
1.25214 0.12646 27.42642 0.13555
1.25379 0.09123 16.84653 0.13559
1.25545 0.13240 29.18847 0.13562
1.25711 0.12594 27.24073 0.13565
1.25879 0.14881 34.09118 0.13568
1.26047 0.15132 34.83200 0.13572
1.26216 0.16294 38.30984 0.13575
1.26387 0.12992 28.39379 0.13578
1.26557 0.14298 32.30168 0.13582
1.26729 0.14024 31.46927 0.13585
1.26902 0.14457 32.75710 0.13588
1.27075 0.11994 25.35789 0.13592
1.27250 0.15250 35.11527 0.13595
1.27425 0.14960 34.23408 0.13599
1.27601 0.17663 42.33298 0.13602
1.27778 0.16498 38.82839 0.13606
1.27956 0.11318 23.27792 0.13609
1.28134 0.14768 33.61511 0.13613
1.28314 0.14746 33.54008 0.13616
1.28495 0.11853 24.84991 0.13620
1.28676 0.19445 47.61577 0.13623
1.28858 0.13217 28.91856 0.13627
1.29042 0.14691 33.33017 0.13630
1.29226 0.13967 31.14801 0.13634
1.29411 0.16032 37.33183 0.13638
1.29597 0.16141 37.64668 0.13641
1.29784 0.13251 28.96523 0.13645
1.29971 0.15631 36.09524 0.13649
1.30160 0.15308 35.11474 0.13652
1.30350 0.15762 36.46628 0.13656
1.30541 0.14265 31.96167 0.13660
1.30732 0.13382 29.30063 0.13664
1.30925 0.12377 26.27600 0.13667
1.31119 0.13986 31.09000 0.13671
1.31313 0.11823 24.58970 0.13675
1.31509 0.14289 31.97558 0.13679
1.31705 0.17397 41.28914 0.13683
1.31903 0.14774 33.40690 0.13686
1.32101 0.10552 20.73000 0.13690
1.32301 0.12672 27.07940 0.13694
1.32501 0.11786 24.40657 0.13698
1.32703 0.14852 33.59359 0.13702
1.32905 0.13170 28.53471 0.13706
1.33109 0.12392 26.18906 0.13710
1.33314 0.12687 27.06105 0.13714
1.33519 0.14968 33.89397 0.13718
1.33726 0.13564 29.66829 0.13722
1.33934 0.13018 28.01671 0.13726
1.34142 0.14826 33.42904 0.13730
1.34352 0.13200 28.53855 0.13734
1.34563 0.12439 26.24470 0.13739
1.34775 0.11831 24.40742 0.13743
1.34988 0.15017 33.95191 0.13747
1.35203 0.14314 31.82878 0.13751
1.35418 0.14137 31.28487 0.13755
1.35634 0.12485 26.31734 0.13760
1.35852 0.12932 27.64523 0.13764
1.36070 0.12553 26.49622 0.13768
1.36290 0.13412 29.05790 0.13772
1.36511 0.12436 26.11735 0.13777
1.36733 0.11979 24.73370 0.13781
1.36956 0.14825 33.25739 0.13786
1.37180 0.11665 23.76546 0.13790
1.37406 0.13485 29.20996 0.13794
1.37632 0.10428 20.02657 0.13799
1.37860 0.11577 23.45946 0.13803
1.38089 0.15876 36.34385 0.13808
1.38319 0.13661 29.68511 0.13812
1.38550 0.12698 26.78140 0.13817
1.38783 0.15047 33.81549 0.13821
1.39016 0.13694 29.74223 0.13826
1.39251 0.15107 33.96725 0.13831
1.39487 0.12487 26.09028 0.13835
1.39725 0.11487 23.07647 0.13840
1.39963 0.12823 27.07101 0.13844
1.40203 0.11222 22.25356 0.13849
1.40444 0.15236 34.28238 0.13854
1.40687 0.11324 22.53025 0.13859
1.40930 0.15358 34.61796 0.13863
1.41175 0.13559 29.20649 0.13868
1.41421 0.12795 26.89978 0.13873
1.41669 0.14405 31.71420 0.13878
1.41918 0.13856 30.05428 0.13883
1.42168 0.11424 22.74184 0.13888
1.42419 0.12379 25.59331 0.13893
1.42672 0.13134 27.84243 0.13898
1.42926 0.12093 24.70376 0.13903
1.43181 0.12870 27.02008 0.13908
1.43438 0.13972 30.31107 0.13913
1.43696 0.12741 26.60240 0.13918
1.43956 0.14960 33.24332 0.13923
1.44217 0.14589 32.11468 0.13928
1.44479 0.15138 33.74623 0.13933
1.44742 0.16592 38.09099 0.13938
1.45007 0.13230 27.98966 0.13943
1.45274 0.13660 29.26475 0.13949
1.45542 0.11868 23.87072 0.13954
1.45811 0.15424 34.52260 0.13959
1.46082 0.11624 23.10823 0.13964
1.46354 0.12457 25.58984 0.13970
1.46628 0.14813 32.64092 0.13975
1.46903 0.14474 31.60781 0.13980
1.47180 0.13621 29.03265 0.13986
1.47458 0.15850 35.70362 0.13991
1.47738 0.13962 30.02182 0.13997
1.48019 0.12907 26.83968 0.14002
1.48301 0.10610 19.93054 0.14008
1.48586 0.14661 32.06736 0.14013
1.48871 0.13214 27.71073 0.14019
1.49159 0.14407 31.27179 0.14025
1.49448 0.13776 29.35988 0.14030
1.49738 0.13297 27.90553 0.14036
1.50030 0.13748 29.24368 0.14042
1.50324 0.13654 28.94310 0.14048
1.50619 0.11423 22.23332 0.14053
1.50916 0.15845 35.48005 0.14059
1.51215 0.15801 35.33124 0.14065
1.51515 0.13854 29.46980 0.14071
1.51817 0.13975 29.81600 0.14077
1.52120 0.15488 34.33542 0.14083
1.52425 0.15155 33.32021 0.14089
1.52732 0.12513 25.37536 0.14095
1.53041 0.12160 24.29752 0.14101
1.53351 0.15810 35.22998 0.14107
1.53663 0.14191 30.35193 0.14113
1.53977 0.14829 32.24713 0.14119
1.54292 0.14643 31.67260 0.14125
1.54610 0.13928 29.50810 0.14132
1.54929 0.15501 34.20784 0.14138
1.55250 0.12585 25.43898 0.14144
1.55572 0.13799 29.06324 0.14150
1.55897 0.12492 25.12306 0.14157
1.56223 0.13671 28.63826 0.14163
1.56551 0.11172 21.12430 0.14170
1.56881 0.13804 28.99950 0.14176
1.57213 0.13602 28.37341 0.14183
1.57547 0.11924 23.31783 0.14189
1.57883 0.15040 32.64819 0.14196
1.58221 0.12714 25.64990 0.14202
1.58560 0.15611 34.31813 0.14209
1.58902 0.16651 37.41934 0.14216
1.59245 0.15235 33.14945 0.14222
1.59590 0.15979 35.36031 0.14229
1.59938 0.15674 34.42603 0.14236
1.60287 0.15910 35.11286 0.14243
1.60639 0.15596 34.15065 0.14250
1.60992 0.14005 29.35611 0.14257
1.61348 0.13828 28.80227 0.14264
1.61705 0.14074 29.51928 0.14271
1.62065 0.13943 29.10497 0.14278
1.62427 0.13160 26.73335 0.14285
1.62791 0.16635 37.13808 0.14292
1.63157 0.15192 32.78687 0.14299
1.63525 0.14138 29.60381 0.14306
1.63895 0.13255 26.93028 0.14314
1.64268 0.13122 26.50970 0.14321
1.64643 0.13848 28.66573 0.14328
1.65020 0.12733 25.29923 0.14336
1.65399 0.13577 27.80838 0.14343
1.65780 0.16622 36.91832 0.14351
1.66164 0.17559 39.70856 0.14358
1.66550 0.18775 43.33221 0.14366
1.66938 0.15290 32.85463 0.14373
1.67329 0.11428 21.24288 0.14381
1.67722 0.14898 31.62973 0.14389
1.68117 0.15527 33.49378 0.14396
1.68515 0.14209 29.51492 0.14404
1.68915 0.14700 30.96410 0.14412
1.69318 0.14401 30.04383 0.14420
1.69723 0.16885 37.47258 0.14428
1.70130 0.15855 34.35866 0.14436
1.70540 0.10940 19.58612 0.14444
1.70953 0.16591 36.51568 0.14452
1.71368 0.15760 33.99683 0.14460
1.71785 0.14710 30.82206 0.14468
1.72205 0.16396 35.85500 0.14476
1.72628 0.13238 26.35766 0.14485
1.73053 0.15031 31.70834 0.14493
1.73481 0.12803 25.00086 0.14501
1.73911 0.13805 27.97906 0.14510
1.74345 0.11273 20.35747 0.14518
1.74781 0.14141 28.93739 0.14527
1.75219 0.14248 29.23040 0.14536
1.75661 0.14434 29.76344 0.14544
1.76105 0.13216 26.08170 0.14553
1.76552 0.15356 32.47597 0.14562
1.77001 0.17474 38.80087 0.14570
1.77454 0.13086 25.61111 0.14579
1.77910 0.14471 29.73836 0.14588
1.78368 0.12471 23.71026 0.14597
1.78829 0.16614 36.11361 0.14606
1.79293 0.16806 36.65995 0.14615
1.79761 0.14880 30.85494 0.14625
1.80231 0.14203 28.79374 0.14634
1.80704 0.15546 32.79435 0.14643
1.81180 0.12937 24.93888 0.14652
1.81659 0.12033 22.20006 0.14662
1.82142 0.17676 39.10002 0.14671
1.82627 0.17385 38.19821 0.14681
1.83116 0.16785 36.36862 0.14690
1.83608 0.13545 26.61775 0.14700
1.84103 0.15117 31.30346 0.14710
1.84601 0.14455 29.28947 0.14719
1.85103 0.14190 28.46325 0.14729
1.85608 0.14017 27.91346 0.14739
1.86116 0.15453 32.19067 0.14749
1.86627 0.15300 31.70379 0.14759
1.87142 0.15757 33.04188 0.14769
1.87661 0.14853 30.30052 0.14779
1.88183 0.14589 29.47620 0.14790
1.88708 0.14677 29.70841 0.14800
1.89237 0.12966 24.54323 0.14810
1.89769 0.13222 25.28048 0.14821
1.90305 0.15815 33.02722 0.14831
1.90845 0.17900 39.25072 0.14842
1.91388 0.18874 42.13735 0.14852
1.91935 0.14005 27.49927 0.14863
1.92486 0.15733 32.64994 0.14874
1.93040 0.13092 24.69230 0.14885
1.93598 0.16118 33.73717 0.14896
1.94160 0.16010 33.38156 0.14907
1.94726 0.15681 32.36017 0.14918
1.95296 0.16182 33.82899 0.14929
1.95870 0.17569 37.95558 0.14940
1.96448 0.12995 24.19944 0.14952
1.97029 0.16330 34.16872 0.14963
1.97615 0.11940 20.96449 0.14975
1.98205 0.14286 27.96693 0.14986
1.98799 0.15342 31.09880 0.14998
1.99398 0.15448 31.38071 0.15009
2.00000 0.15625 31.87491 0.15021
2.00607 0.14595 28.74772 0.15033
2.01218 0.17016 35.97480 0.15045
2.01833 0.12999 23.88579 0.15057
2.02453 0.15098 30.14717 0.15069
2.03077 0.11280 18.65670 0.15082
2.03706 0.13375 24.90248 0.15094
2.04339 0.14970 29.65085 0.15106
2.04977 0.17271 36.51465 0.15119
2.05619 0.16850 35.21223 0.15131
2.06267 0.18454 39.98535 0.15144
2.06918 0.12528 22.16937 0.15157
2.07575 0.12231 21.23998 0.15170
2.08236 0.13590 25.27518 0.15183
2.08903 0.15739 31.68391 0.15196
2.09574 0.15451 30.77931 0.15209
2.10250 0.13739 25.60192 0.15222
2.10931 0.15636 31.25137 0.15236
2.11617 0.14472 27.71820 0.15249
2.12309 0.17045 35.39734 0.15263
2.13005 0.17082 35.46684 0.15276
2.13707 0.16740 34.39848 0.15290
2.14414 0.13804 25.54699 0.15304
2.15127 0.11728 19.27725 0.15318
2.15845 0.14317 27.00150 0.15332
2.16568 0.15988 31.96860 0.15346
2.17297 0.12933 22.76262 0.15360
2.18031 0.17486 36.37489 0.15375
2.18772 0.17945 37.70756 0.15389
2.19517 0.15858 31.40285 0.15404
2.20269 0.16973 34.70385 0.15419
2.21026 0.15371 29.85224 0.15433
2.21790 0.13949 25.53818 0.15448
2.22559 0.17465 36.04292 0.15463
2.23334 0.13238 23.31246 0.15479
2.24116 0.13689 24.61912 0.15494
2.24903 0.14008 25.52874 0.15509
2.25697 0.17856 37.02727 0.15525
2.26498 0.15757 30.67977 0.15541
2.27304 0.14901 28.06583 0.15556
2.28117 0.15156 28.78078 0.15572
2.28937 0.16910 33.99495 0.15588
2.29763 0.17210 34.84509 0.15605
2.30596 0.15350 29.21368 0.15621
2.31436 0.15369 29.22159 0.15637
2.32282 0.14972 27.97855 0.15654
2.33135 0.18353 38.07137 0.15671
2.33996 0.17732 36.15682 0.15688
2.34863 0.14935 27.71375 0.15705
2.35738 0.15357 28.92645 0.15722
2.36620 0.13393 22.98287 0.15739
2.37509 0.17414 34.99102 0.15756
2.38406 0.17595 35.48060 0.15774
2.39311 0.13691 23.71301 0.15792
2.40222 0.15902 30.29211 0.15810
2.41142 0.15899 30.22747 0.15828
2.42070 0.18266 37.27451 0.15846
2.43005 0.15071 27.63389 0.15864
2.43948 0.16153 30.82232 0.15883
2.44900 0.17371 34.41988 0.15901
2.45859 0.15161 27.73078 0.15920
2.46827 0.16184 30.74201 0.15939
2.47804 0.16410 31.36184 0.15958
2.48789 0.16105 30.38651 0.15978
2.49782 0.17254 33.77655 0.15997
2.50784 0.12782 20.30023 0.16017
2.51795 0.16362 30.97770 0.16036
2.52815 0.13704 22.94446 0.16056
2.53845 0.17489 34.23744 0.16077
2.54883 0.17657 34.67865 0.16097
2.55930 0.16495 31.12876 0.16118
2.56988 0.21087 44.84217 0.16138
2.58054 0.16937 32.32890 0.16159
2.59130 0.15587 28.21448 0.16180
2.60217 0.16052 29.54438 0.16202
2.61313 0.16588 31.08580 0.16223
2.62419 0.18457 36.62464 0.16245
2.63535 0.14260 23.96814 0.16267
2.64662 0.19026 38.19846 0.16289
2.65799 0.17988 35.01553 0.16311
2.66947 0.18521 36.54708 0.16333
2.68105 0.19523 39.48205 0.16356
2.69275 0.18706 36.96267 0.16379
2.70455 0.16329 29.76040 0.16402
2.71647 0.14922 25.46626 0.16426
2.72850 0.18088 34.89367 0.16449
2.74065 0.12995 19.54251 0.16473
2.75292 0.15519 27.03889 0.16497
2.76530 0.17141 31.82991 0.16521
2.77780 0.13503 20.84101 0.16546
2.79043 0.19152 37.71195 0.16571
2.80318 0.17793 33.55908 0.16596
2.81605 0.13934 21.90689 0.16621
2.82906 0.17477 32.45594 0.16646
2.84219 0.18404 35.15833 0.16672
2.85545 0.19490 38.33649 0.16698
2.86885 0.17029 30.87350 0.16724
2.88238 0.18253 34.46364 0.16751
2.89605 0.16435 28.92859 0.16778
2.90986 0.15735 26.74457 0.16805
2.92380 0.16521 29.02008 0.16832
2.93790 0.16355 28.43687 0.16860
2.95213 0.16046 27.42635 0.16888
2.96652 0.16741 29.42447 0.16916
2.98106 0.15891 26.78756 0.16944
2.99574 0.18352 34.08070 0.16973
3.01059 0.15566 25.63397 0.17002
3.02559 0.17472 31.26386 0.17032
3.04075 0.18280 33.59510 0.17061
3.05607 0.17693 31.74313 0.17091
3.07155 0.16057 26.74046 0.17122
3.08721 0.14802 22.88312 0.17152
3.10303 0.15715 25.52658 0.17183
3.11903 0.14786 22.64430 0.17215
3.13520 0.17082 29.43394 0.17246
3.15155 0.18021 32.15435 0.17278
3.16808 0.18399 33.18804 0.17311
3.18479 0.15893 25.56884 0.17344
3.20169 0.17569 30.49763 0.17377
3.21878 0.17021 28.74935 0.17410
3.23607 0.17252 29.34102 0.17444
3.25355 0.17036 28.58541 0.17478
3.27123 0.15039 22.49010 0.17513
3.28912 0.19695 36.34983 0.17548
3.30721 0.15387 23.31634 0.17584
3.32551 0.14500 20.54640 0.17619
3.34403 0.17673 29.95357 0.17656
3.36276 0.18711 32.95779 0.17692
3.38171 0.18853 33.26931 0.17730
3.40089 0.15654 23.55750 0.17767
3.42030 0.17569 29.18464 0.17805
3.43995 0.16826 26.83817 0.17844
3.45983 0.17112 27.57610 0.17883
3.47995 0.18588 31.88343 0.17922
3.50032 0.16068 24.20183 0.17962
3.52094 0.15804 23.28788 0.18002
3.54181 0.18549 31.39531 0.18043
3.56294 0.18491 31.09448 0.18085
3.58434 0.16932 26.29068 0.18127
3.60601 0.16966 26.26081 0.18169
3.62796 0.18491 30.70435 0.18212
3.65018 0.18569 30.80541 0.18256
3.67269 0.19799 34.36063 0.18300
3.69549 0.18084 29.07844 0.18345
3.71858 0.15401 20.89266 0.18390
3.74198 0.18332 29.54379 0.18436
3.76568 0.18407 29.62693 0.18482
3.78970 0.17809 27.68732 0.18529
3.81404 0.22513 41.65448 0.18577
3.83871 0.16248 22.71196 0.18625
3.86370 0.18361 28.90001 0.18674
3.88904 0.20160 34.14478 0.18724
3.91473 0.18355 28.57528 0.18774
3.94076 0.18078 27.58996 0.18825
3.96716 0.18884 29.84919 0.18877
3.99393 0.19258 30.81150 0.18930
4.02107 0.17774 26.19481 0.18983
4.04860 0.21345 36.74289 0.19037
4.07652 0.21137 35.95160 0.19091
4.10484 0.19295 30.25638 0.19147
4.13357 0.17939 26.01698 0.19203
4.16271 0.19430 30.31474 0.19260
4.19228 0.22771 40.15782 0.19318
4.22229 0.21791 37.03825 0.19377
4.25275 0.17558 24.15886 0.19437
4.28366 0.21583 36.04779 0.19497
4.31503 0.20798 33.50341 0.19559
4.34689 0.18165 25.41390 0.19621
4.37923 0.21168 34.22941 0.19685
4.41206 0.21134 33.92949 0.19749
4.44541 0.19768 29.63084 0.19815
4.47928 0.19716 29.27109 0.19881
4.51368 0.19651 28.87227 0.19948
4.54863 0.21592 34.48386 0.20017
4.58414 0.18535 25.09915 0.20086
4.62023 0.19402 27.48520 0.20157
4.65690 0.21216 32.70547 0.20229
4.69417 0.22941 37.65890 0.20302
4.73205 0.19825 28.08315 0.20376
4.77057 0.21699 33.47465 0.20452
4.80973 0.20980 31.08142 0.20529
4.84956 0.22071 34.11476 0.20607
4.89007 0.19418 25.91364 0.20686
4.93128 0.23448 37.75619 0.20767
4.97320 0.24143 39.58992 0.20849
5.01585 0.18688 22.96995 0.20933
5.05926 0.23303 36.55386 0.21018
5.10344 0.21920 32.13833 0.21104
5.14842 0.20618 27.96399 0.21192
5.19421 0.23329 35.82176 0.21282
5.24084 0.23380 35.69594 0.21374
5.28833 0.21628 30.15461 0.21467
5.33671 0.18908 21.70379 0.21562
5.38600 0.24819 39.14153 0.21658
5.43622 0.20783 26.73227 0.21757
5.48740 0.22622 31.94282 0.21857
5.53958 0.21571 28.47671 0.21959
5.59277 0.18659 19.42088 0.22063
5.64701 0.21406 27.33670 0.22170
5.70234 0.21469 27.19328 0.22278
